,run0,wkt0,run1,wkt1,run2,wkt2,run3,wkt3,run4,wkt4,run5,wkt5,run6,wkt6,run7,wkt7,run8,wkt8,run9,wkt9,run10,wkt10,run11,wkt11,run12,wkt12,run13,wkt13,run14,wkt14,run15,wkt15,run16,wkt16,run17,wkt17,run18,wkt18,run19,wkt19,run20,wkt20
0,0,0,5,1,9,1,15,1,28,1,34,1,42,2,48,2,62,2,69,2,75,3,80,3,84,5,86,5,90,5,95,5,99,6,102,7,104,9,109,9,112,10
0,0,0,9,0,15,1,24,3,31,4,34,4,46,4,56,6,62,6,75,6,85,6,88,7,97,9,97,9,97,9,97,9,97,9,97,9,97,9,97,9,97,9
0,0,0,0,1,2,1,9,1,20,2,27,3,30,3,34,3,40,3,48,4,51,4,58,4,70,4,77,4,81,4,91,4,100,5,105,6,116,7,124,7,129,9
0,0,0,5,0,16,0,32,0,42,0,48,0,57,0,61,0,64,0,73,0,82,1,88,2,95,2,102,2,118,2,127,2,138,2,156,2,165,3,178,3,191,4
0,0,0,4,0,11,0,30,0,37,1,41,1,46,2,55,2,59,3,63,4,69,4,75,4,85,5,91,5,102,5,108,6,113,6,121,6,129,6,147,6,157,8
0,0,0,2,1,9,1,15,1,20,1,38,1,44,2,55,2,63,2,71,3,75,3,85,3,93,4,97,4,115,4,121,5,133,5,145,5,153,6,170,6,193,6
0,0,0,1,0,4,1,15,1,22,1,29,1,37,1,46,2,57,2,62,3,68,3,74,3,81,3,88,3,105,3,116,3,125,3,127,4,141,4,156,5,164,5
0,0,0,2,0,7,1,9,1,18,2,27,2,45,2,46,3,50,3,55,3,61,3,65,3,80,4,83,4,86,4,96,4,109,4,119,4,123,5,130,7,138,9
0,0,0,4,0,12,0,20,0,35,0,47,0,60,0,63,1,76,1,84,1,92,1,103,1,115,1,123,1,126,2,128,3,135,3,142,5,150,6,153,7,165,8
0,0,0,4,1,12,1,26,1,28,2,35,2,41,2,47,3,53,3,63,3,66,4,68,5,72,5,73,5,78,5,80,5,83,5,89,5,94,6,103,7,110,8
0,0,0,2,0,5,0,26,0,33,1,44,1,54,1,61,2,67,2,75,3,80,3,87,3,96,3,105,3,128,3,137,3,148,3,164,4,175,5,184,6,197,6
0,0,0,9,0,15,0,26,0,37,0,51,0,56,1,62,1,69,1,90,1,96,1,104,1,118,1,122,1,135,1,149,1,161,1,173,2,190,3,198,4,205,8
0,0,0,5,0,8,0,18,1,27,1,28,1,29,3,32,3,44,3,55,4,62,4,71,4,77,5,83,5,90,5,96,5,99,6,102,7,112,9,115,10,115,10
0,0,0,4,0,11,0,16,0,23,0,33,0,45,0,47,1,48,2,51,3,58,3,62,3,73,3,77,3,80,3,85,3,101,3,109,4,113,4,116,5,131,5
0,0,0,2,0,9,0,12,1,26,1,35,1,50,1,59,1,70,1,81,1,84,2,101,2,106,3,110,3,113,4,120,4,125,4,130,5,135,7,151,7,157,8
0,0,0,1,0,8,0,13,0,31,0,39,0,43,0,49,1,55,1,67,1,71,2,84,2,88,3,100,3,106,3,114,3,125,3,129,3,140,3,147,4,155,5
0,0,0,7,0,14,0,17,1,21,1,24,2,26,2,31,2,41,2,49,2,60,2,68,2,73,3,75,3,85,3,87,4,98,4,101,6,104,8,123,8,134,9
0,0,0,2,0,11,0,11,0,26,0,34,0,43,0,47,0,52,0,57,0,61,0,66,1,75,1,82,1,106,1,113,1,134,1,158,1,175,1,184,2,195,2
0,0,0,2,0,3,1,5,1,7,2,16,2,23,2,30,2,37,3,40,4,43,5,45,6,62,6,69,6,75,6,79,7,80,8,83,8,89,9,92,9,92,10
0,0,0,9,0,16,0,26,0,39,0,49,0,57,0,63,0,70,0,77,0,83,0,96,1,105,1,108,1,110,2,119,2,132,2,143,2,160,2,178,2,196,2
0,0,0,5,0,18,0,30,0,37,0,48,0,58,0,63,1,74,1,84,1,96,1,101,1,112,3,117,3,129,3,134,3,141,3,155,3,164,4,175,5,182,6
0,0,0,8,0,15,0,24,1,29,1,34,1,45,1,50,1,54,1,61,1,63,2,68,2,75,2,83,2,86,3,89,4,96,4,103,5,107,6,114,6,124,7
0,0,0,8,0,16,0,19,0,24,0,28,1,33,2,42,2,50,2,60,2,64,2,70,2,85,2,101,2,112,2,127,2,140,2,157,2,170,3,178,3,187,4
0,0,0,6,0,8,0,9,0,17,0,28,0,42,0,43,0,55,0,64,0,68,0,74,0,83,0,89,0,100,0,115,0,116,2,125,3,137,3,146,4,164,5
0,0,0,3,0,10,0,15,1,20,1,27,2,41,2,51,2,57,2,64,3,70,3,75,3,81,3,89,3,94,4,105,5,112,5,125,5,139,5,149,5,163,6
0,0,0,5,0,13,0,19,0,34,0,36,1,41,1,43,1,50,2,56,2,62,2,71,2,76,2,81,2,85,2,107,2,116,2,129,2,133,2,142,3,146,4
0,0,0,0,0,3,0,11,0,22,0,28,0,39,0,42,0,50,0,56,1,58,2,65,2,84,2,96,2,108,2,129,2,132,3,140,3,146,4,154,6,163,6
0,0,0,6,0,8,0,21,0,30,0,35,0,39,1,48,1,53,1,61,1,67,1,76,1,84,2,87,2,95,2,98,3,102,4,103,4,111,5,115,6,126,7
0,0,0,5,0,15,0,23,0,25,1,27,1,37,1,40,1,50,1,57,1,62,2,64,2,75,3,89,3,99,3,107,3,122,3,136,3,153,3,174,3,189,3
0,0,0,1,1,2,2,7,2,14,2,18,2,28,2,39,2,42,2,46,2,50,2,53,2,61,2,74,2,81,2,95,2,99,2,110,2,123,2,132,2,146,2
0,0,0,3,0,9,0,23,0,26,0,35,0,44,1,44,1,46,2,53,2,56,2,67,2,75,3,80,3,91,3,100,3,116,3,124,3,140,3,152,3,168,3
0,0,0,16,0,20,0,29,0,39,1,48,1,50,2,53,2,58,2,64,2,71,2,83,2,94,3,99,3,111,3,122,3,141,3,151,3,162,4,168,4,177,4
0,0,0,1,0,8,0,23,0,34,0,40,0,54,0,63,0,70,0,82,0,88,0,111,0,122,0,135,0,136,1,153,1,157,3,175,3,195,3,197,5,207,5
0,0,0,9,0,20,0,25,0,30,0,38,0,43,0,51,0,68,0,72,1,77,1,92,1,97,2,105,2,113,2,121,2,129,3,137,4,139,6,149,7,156,8
0,0,0,11,0,13,0,23,0,33,0,40,0,46,0,55,0,65,0,73,0,87,0,96,1,107,1,116,1,121,1,134,1,144,1,160,1,167,1,181,2,190,4
0,0,0,7,0,13,1,19,2,24,2,35,2,42,2,53,2,58,2,62,2,73,2,88,2,95,2,99,2,102,3,105,4,114,4,118,4,125,5,132,5,152,6
0,0,0,3,0,12,0,20,0,29,0,36,0,38,1,40,1,43,2,48,3,51,3,59,3,64,6,66,6,74,6,82,6,87,7,90,8,99,8,100,10,100,10
0,0,0,4,0,5,1,15,1,26,1,32,2,43,2,50,2,60,2,67,2,74,2,77,3,84,4,88,4,92,4,98,4,102,4,113,4,118,5,129,5,139,5
0,0,0,4,1,4,1,14,1,21,1,26,2,33,2,36,2,42,2,48,2,58,2,63,2,75,2,85,2,91,2,110,2,122,2,130,2,155,2,180,3,186,4
0,0,0,5,0,16,0,34,0,38,0,50,0,56,0,62,0,70,0,72,1,80,1,87,2,92,5,95,5,99,5,104,5,115,5,123,5,128,5,134,6,141,6
0,0,0,1,0,8,1,10,1,24,1,25,1,33,1,37,1,44,1,48,1,59,1,64,1,82,1,101,1,117,1,122,1,129,2,135,3,140,3,154,3,158,5
0,0,0,4,0,4,0,11,0,24,0,28,0,42,0,49,0,52,1,56,2,72,2,78,2,81,3,87,3,89,4,92,5,93,6,97,7,99,7,116,7,120,9
0,0,0,6,0,11,0,17,1,26,1,47,1,56,1,58,1,69,1,75,1,82,2,91,2,101,2,109,2,118,3,124,4,129,4,133,4,139,4,147,5,160,6
0,0,0,7,0,16,0,22,0,32,0,49,0,68,0,75,0,82,0,89,0,98,0,106,0,111,1,114,1,115,2,121,2,125,3,127,3,134,3,141,5,150,5
0,0,0,3,0,8,1,15,1,30,1,45,1,64,1,68,1,78,2,87,2,94,2,96,2,110,2,116,2,119,3,126,3,133,4,141,4,150,4,166,4,177,6
0,0,0,11,0,22,0,24,0,31,0,39,0,46,0,48,0,65,0,69,0,74,0,77,0,87,1,93,1,105,1,117,1,126,1,142,1,156,1,167,1,181,2
0,0,0,0,0,17,0,34,0,41,1,43,1,50,2,62,2,64,2,75,2,79,2,84,2,89,3,95,3,100,3,108,4,114,4,125,5,128,5,141,5,153,9
0,0,0,6,0,7,0,15,0,22,0,28,0,35,1,38,2,45,2,50,2,56,2,72,2,79,4,83,4,87,4,91,4,99,4,106,4,113,5,122,5,125,6
0,0,0,5,0,23,0,30,0,38,0,42,0,51,0,56,1,68,2,77,2,86,2,91,2,97,3,108,3,117,3,129,3,135,4,138,5,148,5,157,5,170,5
0,0,0,1,0,2,2,3,2,5,2,12,2,25,2,29,2,37,2,42,3,48,3,56,3,60,3,73,3,85,4,95,4,101,6,105,6,113,6,123,6,141,6
0,0,0,5,0,10,1,19,1,20,1,25,1,28,2,34,2,38,2,43,3,61,3,67,4,71,4,75,4,78,4,89,4,93,4,97,4,107,5,116,6,126,6
0,0,0,3,0,11,0,25,0,29,0,41,0,66,0,69,0,77,0,85,1,88,1,93,1,97,2,99,2,115,2,129,2,132,2,138,2,149,3,158,3,173,3
0,0,0,1,0,13,0,18,1,29,1,43,1,49,1,54,1,60,1,69,1,76,1,94,1,104,1,111,1,113,1,132,1,139,1,156,1,170,1,174,1,182,1
0,0,0,5,1,12,1,18,2,21,2,24,3,27,4,32,4,37,4,48,4,52,4,56,4,60,4,71,4,74,5,78,5,84,5,88,5,94,5,107,5,114,5
0,0,0,8,0,13,0,19,0,29,0,34,1,45,1,51,1,56,1,61,1,77,1,89,1,94,1,109,1,118,1,126,2,136,2,145,2,156,2,161,3,170,4
0,0,0,5,0,20,0,27,0,33,0,41,0,47,1,49,2,58,2,65,2,76,2,87,2,102,2,114,2,121,2,126,2,137,2,145,3,159,3,179,3,190,4
0,0,0,6,0,7,0,11,2,13,2,34,2,40,2,48,3,52,3,61,3,69,3,85,3,88,4,90,4,99,4,107,4,122,4,128,4,134,6,147,6,171,6
0,0,0,6,0,13,0,21,0,32,0,39,0,50,0,57,0,72,0,78,0,86,0,96,0,100,2,102,2,105,2,112,3,122,3,127,4,138,5,149,5,158,6
0,0,0,6,0,19,0,24,0,26,1,38,1,47,2,54,2,56,3,62,3,64,4,72,4,80,6,89,6,96,6,99,6,106,6,117,6,126,7,131,8,136,8
0,0,0,6,0,11,2,12,2,22,2,25,2,32,2,38,2,44,2,48,3,54,3,64,3,78,3,87,3,91,4,94,5,100,6,112,6,125,6,133,7,140,7
0,0,0,4,0,11,0,17,1,18,1,24,2,25,2,28,2,42,3,44,3,45,3,46,4,57,4,59,4,71,4,77,4,78,5,93,5,101,5,113,6,120,7
0,0,0,11,0,11,0,19,1,30,1,39,1,42,1,51,1,64,1,66,1,79,1,83,1,96,1,108,1,128,1,137,1,159,1,176,1,189,1,203,1,215,1
0,0,0,6,0,8,1,13,1,19,1,31,1,41,1,45,2,53,2,55,3,61,3,69,3,73,4,80,4,85,4,93,4,96,4,107,4,114,5,120,6,126,8
0,0,0,5,0,5,1,15,1,17,2,18,3,20,4,27,4,35,4,36,4,50,4,56,4,63,4,73,4,77,4,84,5,92,5,114,5,122,5,126,8,141,8
0,0,0,6,1,10,1,16,1,20,2,21,3,23,3,30,3,37,3,41,3,47,3,51,3,53,4,61,4,67,4,75,4,84,4,99,4,119,4,126,5,132,7
0,0,0,7,0,9,1,18,1,26,1,31,1,31,2,40,2,48,2,52,2,74,2,83,2,85,3,91,3,105,4,106,4,120,4,136,4,143,4,151,5,162,6
0,0,0,5,0,14,0,20,0,28,0,36,0,48,1,51,1,55,1,61,1,68,1,71,1,81,2,88,2,92,3,99,3,106,4,115,4,126,4,141,4,162,4
0,0,0,1,0,4,2,4,2,14,2,22,2,30,2,36,2,41,2,47,2,61,2,80,2,82,2,94,2,102,3,114,4,128,5,141,5,150,5,168,5,187,5
0,0,0,12,0,19,0,25,0,31,0,39,0,52,0,64,0,68,0,77,1,83,1,104,1,115,1,127,1,139,2,162,2,167,2,183,3,190,4,215,4,222,5
0,0,0,3,0,6,0,17,0,31,0,35,0,54,0,63,0,69,0,82,0,86,0,91,1,104,1,111,1,128,1,136,1,146,1,160,1,171,2,182,2,190,3
0,0,0,5,2,7,3,12,3,18,3,23,3,28,3,30,3,33,3,35,3,35,4,37,5,39,5,43,5,45,5,48,5,49,7,54,8,55,8,63,8,71,8
0,0,0,5,0,17,0,29,0,35,0,38,1,41,1,45,2,49,2,58,2,61,2,68,2,75,2,88,2,93,2,110,2,122,2,129,3,137,3,143,3,150,3
0,0,0,1,0,7,0,16,0,25,0,33,0,34,1,36,2,38,2,45,2,52,2,55,2,61,3,65,3,70,3,72,4,82,4,90,5,93,6,99,6,103,7
0,0,0,6,0,7,0,18,0,28,0,30,1,35,2,39,2,45,2,50,2,63,2,68,2,76,2,87,2,99,2,108,2,115,2,131,2,134,3,140,3,154,3
0,0,0,9,0,16,1,19,1,25,2,28,2,37,2,46,3,55,3,61,3,64,4,73,4,82,5,85,5,94,5,99,5,104,5,109,5,115,6,123,7,139,7
0,0,0,13,0,27,1,29,1,37,1,47,1,55,1,65,1,74,1,78,1,83,1,94,1,108,1,116,1,131,1,141,2,148,2,168,2,179,3,193,3,219,4
0,0,0,12,0,14,0,20,0,27,1,32,1,43,1,46,1,53,1,59,1,67,1,78,1,90,1,101,1,117,2,131,2,144,2,159,2,168,2,194,2,209,2
0,0,0,14,0,22,1,22,1,32,1,35,1,43,1,45,1,63,1,72,1,78,1,85,1,89,2,106,2,113,2,116,2,124,4,139,4,151,4,162,5,177,5
0,0,0,3,1,11,1,12,2,26,2,31,3,36,3,39,3,47,4,50,4,53,4,60,4,64,5,66,5,69,5,77,5,89,5,91,7,106,7,116,7,132,7
0,0,0,6,0,11,0,11,1,15,1,18,2,18,2,22,2,29,2,34,3,40,3,46,4,54,4,59,4,68,4,83,4,89,4,100,4,104,4,117,5,122,6
0,0,0,7,0,8,1,20,1,32,1,38,1,50,1,55,1,63,1,67,1,71,1,79,1,88,2,104,2,110,2,120,2,124,2,130,3,142,3,146,3,155,3
0,0,0,9,0,9,0,21,0,27,1,39,1,51,1,66,1,76,1,81,1,89,1,93,2,98,4,101,4,106,4,113,4,117,4,123,4,138,4,140,6,157,6
0,0,0,5,0,7,1,13,1,24,1,39,1,59,1,65,2,71,2,77,3,86,3,89,4,93,4,99,4,108,4,114,5,123,5,143,5,161,5,169,6,177,8
0,0,0,3,0,4,1,6,1,10,2,20,2,23,3,24,3,27,3,28,4,29,4,32,4,36,4,38,4,41,5,53,5,61,6,65,6,69,7,76,7,87,7
0,0,0,9,0,10,0,15,0,31,1,36,1,47,1,57,1,68,1,76,1,80,3,88,3,93,4,96,4,109,5,111,5,116,6,123,6,131,6,142,6,162,7
0,0,0,6,1,25,1,34,1,42,1,49,1,54,1,62,1,77,1,87,1,104,1,113,1,116,2,123,2,134,2,156,2,162,3,173,3,185,3,194,3,201,4
0,0,0,10,0,16,1,29,1,39,1,49,1,58,1,71,1,86,1,95,1,122,1,128,2,141,2,145,2,157,2,180,2,199,2,222,2,228,4,242,5,248,6
0,0,0,1,0,13,0,22,0,27,0,46,0,61,0,74,0,81,0,88,0,94,0,110,0,116,1,124,1,131,1,137,1,155,1,162,2,181,2,187,3,195,5
0,0,0,7,0,8,0,19,0,27,0,35,1,42,1,49,1,58,1,72,1,82,1,93,1,99,2,114,2,119,3,121,4,138,4,154,5,166,5,179,5,190,5
0,0,0,1,1,10,1,14,2,19,3,22,3,34,3,48,3,53,4,56,4,61,4,70,4,85,4,94,4,100,5,103,6,106,6,112,6,121,6,127,7,144,7
0,0,0,5,0,9,0,14,1,19,2,19,3,27,3,33,4,36,5,37,6,51,6,54,7,60,8,62,8,64,8,66,8,79,8,81,8,86,9,86,10,86,10
0,0,0,1,0,4,0,13,0,15,1,28,1,37,1,40,1,50,1,54,1,69,1,77,1,82,2,89,2,99,2,108,2,126,2,138,2,155,2,165,5,165,5
0,0,0,2,0,2,1,8,1,20,1,30,2,36,2,41,2,49,2,58,2,63,2,71,2,84,2,93,2,99,2,116,3,131,3,138,4,147,4,165,4,179,6
0,0,0,4,0,10,0,27,0,29,1,36,1,52,1,64,1,75,1,85,1,99,1,112,1,125,2,135,2,154,2,157,3,168,3,171,5,174,6,181,6,195,7
0,0,0,6,0,19,0,25,0,30,1,41,1,62,1,71,1,89,2,95,3,109,3,118,3,133,3,144,3,153,3,166,3,173,4,191,4,195,5,202,6,214,7
0,0,0,10,0,20,0,26,0,34,0,47,0,54,0,62,0,71,0,76,1,84,1,95,1,105,2,111,2,124,2,130,3,139,4,146,4,154,5,176,5,192,6
0,0,0,3,0,9,0,16,0,18,1,20,1,30,1,39,1,50,1,60,1,63,2,73,3,84,3,89,3,95,3,98,4,102,5,109,5,124,5,129,6,139,8
0,0,0,8,0,11,0,13,1,23,2,30,2,32,2,38,2,42,2,49,3,51,4,54,5,56,5,60,5,67,5,71,5,74,6,81,6,84,8,88,8,89,10
0,0,0,12,0,14,1,25,1,26,1,29,1,37,1,44,1,47,1,55,1,61,1,74,1,85,2,91,2,97,2,104,3,113,3,126,3,135,3,143,3,151,4
0,0,0,6,0,10,0,16,0,27,0,41,0,42,0,50,0,70,0,89,0,104,0,112,1,114,2,123,2,134,2,141,3,145,3,151,4,158,5,160,6,168,7
0,0,0,8,0,23,0,29,1,38,1,43,1,60,1,67,1,72,1,76,2,78,2,87,2,97,2,102,2,107,3,115,3,123,3,134,4,148,4,157,4,167,5
0,0,0,6,0,9,0,24,0,25,1,34,1,39,2,41,2,54,2,68,2,76,2,88,3,95,3,106,3,108,3,120,3,128,3,137,4,143,6,157,6,172,6
0,0,0,3,0,7,0,22,0,30,1,37,1,40,1,43,2,48,2,61,2,68,2,83,2,93,2,97,2,108,2,120,2,128,3,139,4,146,4,158,4,162,6
0,0,0,4,1,7,2,16,3,16,4,21,4,39,4,43,4,50,4,53,5,55,7,57,7,59,9,65,9,65,9,69,9,69,10,69,10,69,10,69,10,69,10
0,0,0,4,0,13,1,24,1,32,2,35,3,40,3,47,3,52,3,65,3,68,3,86,3,93,4,96,4,105,4,119,5,138,5,156,5,165,6,177,7,185,8
0,0,0,1,0,2,0,10,0,23,0,27,1,33,1,36,1,41,1,42,2,47,2,51,4,56,6,58,6,60,7,69,7,76,7,90,7,98,7,106,7,116,7
0,0,0,9,0,19,1,20,1,23,2,28,3,35,3,41,3,43,3,48,3,60,3,65,3,72,4,75,4,80,4,95,4,104,5,118,5,122,6,127,7,134,8
0,0,0,4,0,9,1,12,2,14,3,15,4,19,5,21,5,24,5,28,5,30,6,41,6,49,6,51,6,59,6,68,7,70,7,87,8,100,9,105,9,113,9
0,0,0,5,2,15,2,19,2,20,3,28,3,29,3,45,3,50,3,68,3,81,3,97,3,103,4,109,4,109,4,109,4,109,4,109,4,109,4,109,4,109,4
0,0,0,6,0,16,0,19,0,22,1,25,1,30,2,35,2,45,2,47,3,51,4,57,5,61,6,64,6,69,6,75,6,78,7,81,7,87,8,93,9,102,9
0,0,0,10,0,15,0,20,0,25,0,37,0,46,0,51,0,54,0,67,0,75,0,80,0,84,1,90,1,100,1,115,1,138,1,149,2,154,4,173,4,177,6
0,0,0,5,0,8,0,19,1,24,1,27,2,31,3,39,3,48,3,52,3,62,3,73,3,79,6,81,6,88,6,92,6,102,6,107,7,112,7,126,7,133,7
0,0,0,8,0,9,1,12,2,16,2,22,2,28,2,35,2,37,2,39,2,51,2,66,2,73,3,82,3,90,3,97,3,101,3,115,4,126,4,130,6,135,6
0,0,0,5,0,16,0,18,0,29,0,44,0,57,1,60,2,67,2,74,2,77,2,84,2,89,3,95,3,100,3,105,3,124,3,134,4,139,7,147,8,154,8
0,0,0,10,0,17,0,25,0,41,0,46,1,53,1,64,1,70,1,78,1,88,1,99,1,105,2,116,2,129,2,142,3,145,4,157,5,163,5,170,6,175,8
0,0,0,2,0,10,0,13,0,17,0,17,1,26,1,30,1,42,1,52,1,60,3,68,3,73,4,77,4,84,4,93,5,100,5,107,6,113,8,119,8,126,10
0,0,0,2,0,11,0,24,0,33,0,37,0,51,0,58,0,65,0,75,0,81,1,91,1,104,1,110,1,122,1,128,1,138,1,149,1,170,1,180,1,187,3
0,0,0,3,0,11,0,12,0,16,1,22,2,27,3,28,4,33,4,38,4,47,4,52,4,58,5,63,5,72,5,75,5,86,5,94,5,108,6,119,6,132,6
0,0,0,1,0,7,1,14,1,28,2,38,2,48,2,51,3,58,3,64,3,72,3,75,3,83,3,89,3,98,4,107,4,113,5,118,5,132,5,147,5,155,6
0,0,0,4,0,5,1,7,1,15,1,21,1,23,2,25,3,30,3,33,4,36,4,41,4,49,4,62,4,72,4,78,5,87,5,98,5,102,6,106,6,113,9
0,0,0,0,0,9,1,13,1,16,1,21,1,30,1,36,1,47,1,57,1,59,2,66,3,70,5,74,5,77,5,86,5,91,6,99,6,109,6,118,7,127,9
0,0,0,3,0,13,0,18,1,25,1,28,1,37,2,47,2,55,2,63,2,70,2,77,2,94,3,100,3,108,4,118,4,127,5,132,5,135,6,140,6,145,8
0,0,0,5,0,22,0,23,0,25,0,42,0,49,0,56,0,62,0,73,0,78,0,85,0,95,1,100,1,114,1,124,1,140,1,154,1,164,2,178,4,189,4
0,0,0,4,0,8,0,17,1,26,1,39,1,46,1,51,1,65,1,72,1,76,1,84,1,87,1,97,1,116,2,120,2,132,2,145,3,154,3,163,3,183,3
0,0,0,8,0,16,0,24,0,37,0,40,1,46,1,53,1,58,1,63,1,69,1,81,1,96,1,106,1,132,1,150,1,162,2,173,2,183,2,183,2,183,2
0,0,0,6,0,14,0,21,0,26,0,33,1,41,1,49,1,58,1,69,1,75,1,81,1,82,2,95,2,113,2,119,3,123,4,134,4,149,4,159,5,167,5
0,0,0,7,0,8,1,20,1,25,1,28,1,31,1,35,2,45,2,53,3,58,3,64,3,70,3,79,3,86,3,101,3,106,3,112,3,123,3,129,3,137,3
0,0,0,5,0,9,0,15,1,28,1,29,1,36,2,39,3,47,3,54,3,56,3,64,3,75,3,81,3,92,3,101,3,110,4,120,4,130,4,141,4,161,4
0,0,0,5,0,17,1,22,1,30,1,41,1,43,1,53,1,63,1,76,1,87,1,99,2,103,3,113,3,122,3,126,3,139,3,143,5,157,5,174,6,191,6
0,0,0,1,1,4,2,8,2,8,3,15,3,30,3,35,3,41,3,52,3,57,3,64,3,72,4,76,4,86,4,96,4,104,4,106,5,116,5,123,7,128,10
0,0,0,0,0,5,1,6,1,10,2,13,2,16,3,20,4,24,4,28,5,34,6,48,6,51,7,67,7,74,7,74,7,74,7,74,7,74,7,74,7,74,7
0,0,0,3,0,13,0,20,1,24,1,25,1,27,1,31,1,34,2,37,2,45,2,52,2,55,2,63,2,71,2,75,3,79,3,83,4,91,4,97,4,100,8
0,0,0,4,0,10,0,11,1,12,2,15,2,16,3,18,4,21,5,25,5,27,6,30,6,34,7,36,7,43,7,50,7,58,7,62,7,62,10,62,10,62,10
0,0,0,6,0,10,0,16,0,17,1,23,1,25,1,30,1,36,2,42,2,47,2,55,2,59,2,65,2,68,2,73,3,77,4,82,4,86,7,91,9,93,10
0,0,0,3,0,5,0,12,0,16,0,19,0,21,0,24,0,31,1,34,1,38,1,40,2,42,4,45,4,52,4,54,5,55,6,63,6,69,6,74,7,82,7
0,0,0,3,1,4,2,7,2,14,2,24,2,27,2,31,2,35,2,37,3,38,3,44,3,48,4,51,4,58,4,62,4,65,5,67,6,70,7,77,7,81,10
0,0,0,10,0,16,0,25,1,26,1,34,2,43,2,49,2,55,2,70,2,81,2,87,2,96,3,100,3,120,3,122,4,137,4,141,4,158,4,168,4,197,4
0,0,0,12,0,14,1,15,1,19,1,24,1,27,2,36,2,40,3,43,3,50,3,54,3,58,3,62,3,69,3,82,3,88,3,96,4,100,4,110,5,113,7
0,0,0,1,0,6,1,8,1,13,2,23,2,25,3,26,4,29,4,32,4,35,4,39,4,44,4,54,4,60,5,65,5,72,5,77,5,80,6,87,6,94,6
0,0,0,7,0,17,0,20,0,31,0,44,1,48,1,53,2,59,2,64,2,72,2,83,2,88,3,105,3,110,3,118,3,133,3,144,3,162,3,184,3,192,5
0,0,0,5,0,6,0,27,1,32,1,36,2,38,4,44,5,46,6,49,6,54,6,64,6,77,6,84,6,90,6,95,6,96,7,99,8,104,8,119,8,126,9
0,0,0,6,0,9,0,19,0,25,0,30,1,35,2,46,2,51,2,57,3,63,3,70,3,76,5,77,5,81,5,90,5,96,5,107,5,119,5,133,6,139,7
0,0,0,1,1,5,2,14,2,27,2,31,2,37,2,39,2,43,2,52,2,64,2,70,2,79,2,84,2,87,3,98,3,105,4,109,4,115,6,125,7,132,7
0,0,0,1,1,10,1,17,1,25,2,26,2,37,2,47,2,52,2,56,2,63,2,75,3,80,3,86,3,90,4,93,4,99,4,110,4,123,5,133,5,139,7
0,0,0,7,1,23,1,31,2,41,3,42,3,58,4,60,4,62,4,69,4,73,5,83,5,87,6,91,6,94,6,102,7,104,8,105,8,112,9,113,10,113,10
0,0,0,10,0,18,1,28,1,36,1,39,2,42,2,48,2,55,2,65,2,76,2,80,2,87,2,94,2,104,2,109,2,116,2,126,2,132,3,139,3,146,4
0,0,0,1,0,11,0,19,0,19,0,21,1,26,1,30,1,36,1,42,2,47,2,55,2,60,2,66,2,78,2,92,2,100,3,107,3,115,3,122,4,127,7
0,0,0,1,1,3,1,7,1,11,1,13,1,23,1,31,1,35,2,40,2,47,3,52,3,52,4,57,4,62,4,63,6,66,6,70,6,74,7,79,7,91,7
0,0,0,3,0,11,0,16,1,21,2,28,3,34,3,39,3,47,3,54,3,56,3,61,3,64,3,74,3,80,3,88,3,91,4,109,4,119,5,124,6,130,8
0,0,0,5,0,7,0,15,0,21,1,23,1,39,1,45,1,49,1,55,1,64,2,68,2,78,3,82,3,92,4,99,4,111,4,121,4,144,4,155,6,158,7
0,0,0,9,1,17,1,26,1,34,1,41,1,45,2,47,2,53,2,60,3,68,3,75,3,79,4,87,4,92,5,96,5,98,6,109,6,113,7,125,8,128,10
0,0,0,1,0,2,0,9,1,16,1,28,2,31,2,36,3,44,3,56,3,59,3,74,3,75,5,82,5,93,5,100,5,106,5,115,5,132,5,140,5,156,5
0,0,0,4,0,10,0,18,0,21,0,32,0,38,1,46,1,50,1,58,1,60,2,67,2,71,3,72,3,83,3,87,4,92,4,107,4,113,5,117,6,126,6
0,0,0,5,0,11,0,22,1,32,1,36,1,45,1,50,1,55,1,65,1,73,1,85,1,91,2,103,2,108,2,127,2,142,2,149,3,159,3,161,5,165,7
0,0,0,4,1,11,1,17,1,23,2,28,2,41,2,49,3,55,3,67,4,72,4,79,5,83,6,90,6,92,6,96,6,103,6,112,6,120,6,133,6,148,6
0,0,0,1,1,2,1,13,1,18,1,21,2,24,2,27,2,30,3,33,4,38,5,40,5,45,5,51,5,56,6,64,6,78,6,80,7,84,7,89,7,99,9
0,0,0,8,0,13,1,19,1,23,2,33,2,40,2,42,2,43,3,47,3,55,3,62,3,66,3,78,3,85,4,94,4,96,4,108,5,114,6,125,6,130,8
0,0,0,1,0,6,0,13,1,21,1,27,1,35,1,42,1,46,2,53,2,63,2,67,3,69,3,79,3,86,3,100,3,101,5,106,5,114,5,132,5,144,6
0,0,0,5,0,16,0,20,2,31,2,38,2,43,2,50,3,60,3,64,3,72,3,78,3,88,3,97,3,106,3,116,4,123,5,131,6,133,8,137,9,138,10
0,0,0,3,1,13,1,20,1,25,1,31,1,44,1,47,1,54,1,68,2,72,2,78,2,88,3,96,3,105,3,113,3,123,3,130,4,135,6,148,6,154,8
