,run0,wkt0,run1,wkt1,run2,wkt2,run3,wkt3,run4,wkt4,run5,wkt5,run6,wkt6,run7,wkt7,run8,wkt8,run9,wkt9,run10,wkt10,run11,wkt11,run12,wkt12,run13,wkt13,run14,wkt14,run15,wkt15,run16,wkt16,run17,wkt17,run18,wkt18,run19,wkt19,run20,wkt20
0,0,0,4,0,21,0,22,0,37,0,49,1,55,2,58,2,63,4,66,4,73,4,80,4,86,4,91,4,98,4,109,4,130,4,143,4,158,4,173,5,186,6
0,0,0,4,0,4,1,8,1,19,1,29,1,38,1,47,1,50,1,60,1,65,1,73,2,81,3,88,3,93,3,99,3,117,3,131,3,146,3,161,3,171,4
0,0,0,3,1,7,1,17,1,25,1,31,1,38,1,46,1,58,1,62,1,69,1,78,2,80,3,89,3,94,4,97,4,104,4,108,4,112,5,119,5,123,8
0,0,0,7,0,11,0,29,0,45,1,52,1,59,1,72,1,80,1,82,2,87,2,90,3,96,3,102,3,112,3,129,3,141,3,155,3,169,4,177,4,187,6
0,0,0,1,0,8,1,8,1,16,2,18,3,20,3,25,3,28,3,29,4,34,4,40,4,46,4,54,4,65,4,79,4,91,4,101,5,105,6,117,6,129,7
0,0,0,9,0,11,0,22,0,29,1,37,1,48,1,53,1,57,1,69,1,79,1,97,1,106,1,111,1,122,1,128,1,137,1,144,1,157,1,173,1,185,3
0,0,0,1,0,11,0,24,0,36,0,40,0,45,1,48,2,56,2,69,2,76,2,80,2,93,2,101,2,106,3,119,3,135,3,147,3,152,4,168,5,181,5
0,0,0,6,0,14,0,22,0,31,0,34,0,43,0,50,0,59,0,78,0,90,0,94,0,99,1,114,1,123,1,136,2,142,3,154,3,165,4,175,5,191,6
0,0,0,3,0,11,0,20,0,30,0,36,0,43,0,50,0,56,0,67,0,80,0,94,0,109,0,117,0,126,0,133,1,143,1,149,2,158,2,164,3,176,4
0,0,0,9,0,16,1,17,1,29,1,38,1,45,1,47,1,64,1,74,2,81,2,90,2,105,3,124,3,132,3,134,4,140,5,155,5,163,6,177,7,181,8
0,0,0,4,1,11,1,21,1,35,1,43,1,45,1,49,1,56,1,60,1,65,1,81,1,101,1,112,1,130,1,137,1,152,1,161,2,174,3,180,3,190,4
0,0,0,8,0,9,0,17,0,30,0,36,1,48,2,54,2,63,2,68,2,73,3,82,3,87,5,89,5,93,5,100,5,109,5,119,5,122,7,127,8,130,9
0,0,0,11,0,19,0,23,0,30,0,36,0,46,1,49,2,56,2,62,2,72,2,83,2,92,3,104,3,108,4,112,4,121,4,126,5,141,6,149,6,157,8
0,0,0,4,0,14,0,36,0,47,0,51,1,54,1,74,1,81,1,85,1,97,1,108,1,116,2,126,2,129,2,138,2,153,3,161,3,171,3,188,3,192,3
0,0,0,2,1,10,1,17,1,30,1,34,1,38,2,40,4,43,4,45,4,54,4,62,4,67,5,67,5,75,6,85,7,90,7,92,8,94,9,95,10,95,10
0,0,0,0,0,10,1,15,1,30,1,46,1,56,2,61,2,65,2,70,2,76,3,82,3,85,3,92,3,98,3,104,3,114,3,123,4,131,5,136,5,150,6
0,0,0,5,0,12,0,21,0,37,0,39,1,50,1,51,1,62,1,63,2,72,2,79,2,83,3,91,3,102,3,109,4,119,4,135,5,143,5,153,6,171,7
0,0,0,4,0,11,0,23,0,38,0,48,1,53,1,55,1,61,1,65,2,73,3,79,3,85,5,88,5,92,5,99,5,106,5,115,5,121,5,124,6,134,6
0,0,0,6,1,9,2,10,3,11,4,16,4,27,4,31,4,37,5,43,5,46,6,48,6,52,6,56,6,64,6,74,6,92,6,97,6,102,6,108,8,118,8
0,0,0,5,0,18,0,26,0,38,0,43,1,47,1,52,1,60,1,73,1,81,2,88,3,95,3,99,3,112,3,120,4,126,4,139,4,159,4,175,4,187,5
0,0,0,8,0,20,0,27,0,34,1,44,1,61,1,73,2,86,2,102,3,111,4,111,4,111,4,111,4,111,4,111,4,111,4,111,4,111,4,111,4,111,4
0,0,0,10,0,13,0,35,0,47,0,62,0,76,0,80,0,86,0,99,1,107,2,116,2,128,3,131,3,132,3,143,3,156,3,159,4,170,5,185,5,192,7
0,0,0,9,0,16,0,22,0,28,0,46,0,51,0,60,0,72,0,84,0,96,0,102,0,110,1,115,1,118,1,123,1,136,1,146,1,154,2,163,2,172,3
0,0,0,5,0,12,0,16,0,23,0,36,0,43,0,53,1,61,1,64,1,74,1,80,1,88,1,97,1,104,1,114,1,130,1,149,1,159,1,174,2,189,2
0,0,0,0,1,6,1,17,1,22,1,29,1,37,2,44,2,48,2,63,2,68,2,73,2,79,2,89,2,98,2,101,4,113,4,122,4,137,5,144,6,148,9
0,0,0,4,1,7,1,15,1,29,1,43,1,44,2,52,3,57,3,66,3,69,3,77,3,80,4,88,4,90,4,95,4,106,5,121,5,137,5,143,6,152,6
0,0,0,1,0,21,0,45,0,51,0,58,0,68,0,71,0,79,0,89,0,104,0,119,0,123,1,141,1,148,1,171,1,179,1,190,2,202,3,217,3,226,3
0,0,0,13,0,18,0,28,0,40,0,49,1,56,1,58,1,67,1,76,1,88,1,91,2,96,2,109,2,126,2,133,3,151,3,170,3,184,4,195,4,201,4
0,0,0,3,0,8,0,23,0,30,0,44,1,44,1,49,1,59,1,65,2,67,3,70,3,80,3,84,3,98,3,103,3,108,4,122,4,133,4,147,4,158,5
0,0,0,2,0,10,0,28,0,32,0,41,0,45,1,48,1,59,1,64,1,75,1,78,2,88,2,99,2,113,2,134,2,141,2,149,4,153,4,162,4,183,5
0,0,0,8,0,15,0,25,0,31,1,32,2,41,2,47,2,54,2,57,2,62,2,64,3,79,3,86,3,92,3,99,4,114,4,122,4,131,4,152,4,163,4
0,0,0,8,0,14,0,20,0,20,1,29,1,39,1,46,1,61,1,73,1,88,1,101,1,114,1,121,1,132,1,147,1,160,1,185,1,204,1,218,1,235,1
0,0,0,5,0,11,0,15,1,17,2,23,2,36,2,43,2,48,2,50,2,60,2,65,2,74,2,83,2,97,2,108,2,115,2,128,3,132,5,149,5,157,5
0,0,0,5,0,19,0,28,0,46,0,53,0,56,0,58,1,69,1,73,1,86,1,90,1,99,1,114,1,123,2,140,2,147,3,157,3,159,5,170,5,185,5
0,0,0,0,0,1,0,6,0,11,0,16,0,16,1,24,1,34,1,45,2,46,3,53,3,60,3,65,3,76,3,83,3,86,4,99,4,110,5,114,6,119,6
0,0,0,14,0,34,0,38,1,49,1,56,3,72,4,85,4,90,4,100,5,106,6,106,6,106,6,106,6,106,6,106,6,106,6,106,6,106,6,106,6,106,6
0,0,0,6,0,10,0,16,0,25,0,34,1,46,2,48,3,50,3,59,3,67,3,73,3,80,4,86,4,91,4,99,4,112,4,130,4,141,4,158,4,171,4
0,0,0,6,0,15,0,27,1,33,1,50,1,68,1,89,1,100,1,117,1,125,2,135,3,135,3,135,3,135,3,135,3,135,3,135,3,135,3,135,3,135,3
0,0,0,5,0,14,0,24,1,31,1,35,2,41,3,43,3,48,3,54,4,56,5,59,5,68,5,71,5,78,6,86,6,94,6,100,6,108,6,122,7,130,7
0,0,0,9,0,23,0,31,0,43,0,52,0,66,0,80,1,84,1,95,1,107,1,111,2,115,3,122,3,136,3,146,4,151,4,169,4,180,5,191,5,199,6
0,0,0,3,0,8,0,18,0,34,0,42,0,54,0,57,1,61,1,79,1,91,1,109,1,112,2,118,2,138,3,141,4,144,5,151,5,160,5,176,5,187,5
0,0,0,7,1,8,2,10,2,13,2,21,2,29,3,32,3,39,3,50,3,54,5,58,5,61,6,65,6,70,6,80,6,85,7,90,8,93,9,104,9,113,10
0,0,0,5,0,11,0,15,0,22,0,35,0,48,0,53,0,62,0,78,0,86,0,91,1,101,1,110,1,119,2,135,2,139,3,141,4,156,4,171,5,187,6
0,0,0,5,0,10,0,24,0,28,0,38,0,41,1,44,1,46,2,47,2,60,2,70,2,82,2,88,2,94,2,113,2,124,2,137,2,154,2,169,3,180,4
0,0,0,1,1,17,1,28,1,40,1,47,1,61,1,69,1,78,1,88,1,98,1,110,1,120,3,125,3,134,3,146,3,150,3,173,3,183,3,191,4,202,5
0,0,0,5,0,8,0,19,0,33,0,45,0,56,0,63,0,68,1,76,1,86,1,95,1,100,3,106,3,118,3,124,4,127,5,137,5,140,6,142,6,151,8
0,0,0,7,0,8,0,21,0,35,0,46,0,53,1,65,1,69,1,75,2,86,2,101,2,105,4,113,4,119,4,133,4,141,4,146,5,165,5,167,7,177,7
0,0,0,8,2,14,2,17,2,23,2,25,2,31,2,34,2,39,2,43,3,50,4,59,4,64,4,74,4,79,4,84,4,89,4,91,5,96,5,104,5,109,6
0,0,0,10,0,17,1,21,1,29,1,43,1,50,1,59,1,62,2,66,2,71,3,75,3,79,3,83,3,85,3,93,3,99,3,107,4,112,4,122,4,124,5
0,0,0,6,0,6,2,11,2,14,2,17,2,20,3,31,3,32,4,41,4,44,5,47,5,50,6,53,6,57,6,61,7,62,8,68,8,71,9,71,9,74,9
0,0,0,4,0,6,0,7,0,16,0,29,0,31,0,35,0,43,0,50,1,53,1,65,2,76,3,86,3,91,3,101,3,114,3,123,3,127,4,134,4,141,5
0,0,0,6,0,10,1,14,1,26,1,35,1,42,1,48,1,58,2,66,2,71,2,79,2,85,3,90,3,105,3,116,3,133,3,144,3,153,3,164,4,175,5
0,0,0,7,0,19,0,26,1,32,2,42,2,48,2,54,2,60,2,62,3,65,4,79,4,88,5,97,5,105,5,113,5,118,5,129,5,145,5,159,6,172,7
0,0,0,1,0,12,0,22,0,32,0,42,0,54,0,58,2,69,2,76,3,83,3,87,3,97,4,100,4,108,4,114,4,129,4,142,5,159,5,167,5,172,6
0,0,0,8,0,13,0,26,0,33,0,39,0,50,0,59,0,66,0,70,1,83,1,87,1,100,1,105,1,115,1,125,1,132,1,144,2,164,2,168,2,175,3
0,0,0,12,0,21,0,24,1,32,1,39,2,41,2,51,2,54,3,60,4,62,5,69,6,79,8,84,8,90,8,95,8,100,8,107,9,109,9,109,10,109,10
0,0,0,1,0,7,1,11,1,19,2,31,2,34,2,40,3,42,3,51,3,59,3,64,3,74,3,81,3,87,3,94,3,104,4,116,4,138,4,149,4,162,7
0,0,0,10,0,25,0,25,0,33,0,43,0,58,0,63,1,74,1,79,2,82,2,92,2,97,3,99,3,102,3,120,3,131,3,133,4,141,4,159,5,164,6
0,0,0,7,0,16,0,20,1,34,1,39,1,47,1,53,1,72,1,83,1,97,1,103,3,107,4,112,4,122,4,135,4,143,4,162,4,175,4,182,6,191,6
0,0,0,14,0,22,0,29,0,35,1,35,2,44,2,48,2,56,2,60,2,67,2,74,2,79,3,82,3,84,4,85,4,98,4,99,6,107,6,114,6,119,7
0,0,0,2,1,7,1,31,1,39,1,53,1,64,1,69,1,84,1,101,1,107,1,112,1,115,3,119,3,125,3,139,4,147,4,159,4,179,4,194,4,210,5
0,0,0,7,0,18,0,18,1,20,2,23,2,28,3,34,3,38,4,41,5,44,5,49,5,50,8,52,8,53,8,53,10,53,10,53,10,53,10,53,10,53,10
0,0,0,2,0,4,1,12,1,20,1,26,3,31,3,32,3,33,4,40,4,45,4,51,4,57,4,62,4,70,5,83,5,88,6,96,7,102,8,108,9,123,9
0,0,0,5,0,14,0,19,1,20,1,30,1,34,1,48,1,51,2,54,3,56,4,59,4,62,4,67,4,72,4,79,6,82,7,86,7,87,8,90,9,93,10
0,0,0,8,0,8,1,12,1,15,1,21,1,35,1,42,1,47,1,49,1,52,1,57,2,66,4,75,4,83,5,90,5,96,6,100,6,109,6,119,6,129,8
0,0,0,11,0,17,0,27,0,27,1,34,1,41,1,46,1,50,1,64,1,73,1,85,1,91,2,95,2,105,2,115,3,120,3,127,4,137,5,149,5,161,7
0,0,0,3,0,9,0,12,0,14,1,17,2,20,2,30,2,34,3,37,3,42,4,49,4,51,5,55,5,59,5,66,5,82,5,89,6,97,6,117,6,127,6
0,0,0,6,1,21,1,21,2,28,3,36,3,42,3,45,3,51,4,53,4,56,4,58,4,61,6,62,6,67,6,72,6,85,6,88,7,101,8,109,9,116,10
0,0,0,11,1,12,1,14,1,23,1,28,1,41,1,48,2,57,2,62,2,67,2,74,3,83,4,89,4,96,4,98,5,103,6,111,7,119,8,123,8,127,9
0,0,0,9,0,10,0,20,1,25,1,34,2,38,2,42,2,47,2,60,2,64,2,69,2,70,3,82,3,87,3,91,4,107,4,112,5,115,6,120,8,128,10
0,0,0,7,0,10,0,14,0,17,0,20,0,24,2,29,2,31,2,37,2,39,2,44,2,48,2,53,2,60,2,69,2,76,2,85,2,91,2,97,3,105,3
0,0,0,8,0,13,0,16,0,21,0,27,1,42,1,50,1,55,1,61,1,69,1,74,1,81,1,91,1,97,1,109,1,123,1,142,1,152,1,169,2,172,4
0,0,0,12,0,16,0,21,0,25,0,29,0,37,0,44,1,52,2,58,2,63,2,74,2,84,3,93,3,100,4,107,4,112,5,120,5,127,5,140,6,149,6
0,0,0,8,0,14,0,23,1,30,1,54,1,69,1,71,2,72,3,79,3,89,3,92,4,98,5,102,5,109,6,113,6,118,7,133,7,147,7,152,8,157,9
0,0,0,8,0,15,1,26,1,31,1,43,1,62,1,74,1,77,2,81,2,87,2,103,3,108,3,113,3,122,3,142,4,147,4,153,5,165,5,178,6,204,7
0,0,0,11,0,14,0,32,0,47,0,58,1,68,1,71,1,75,2,81,2,87,2,93,2,101,2,109,2,119,2,123,3,131,3,141,3,151,3,162,3,178,4
0,0,0,3,0,10,0,19,0,30,0,47,0,58,0,64,1,71,1,82,1,82,2,88,2,98,2,108,2,113,2,123,2,135,3,148,3,154,4,166,4,178,5
0,0,0,7,0,16,0,21,0,35,1,45,1,49,2,55,2,63,2,67,2,76,2,85,2,89,3,98,3,104,3,112,3,116,4,121,4,132,4,141,6,145,7
0,0,0,7,0,16,0,19,1,20,2,27,2,36,2,42,2,56,2,61,2,71,3,84,3,94,4,104,4,113,4,119,5,129,5,139,5,148,6,160,6,166,6
0,0,0,2,0,4,1,8,2,13,2,16,2,20,2,24,3,24,4,31,5,34,5,36,5,40,5,45,5,48,5,58,5,60,5,61,7,63,7,67,7,74,9
0,0,0,15,0,25,0,26,0,37,1,44,1,49,1,56,1,73,1,77,2,87,2,93,2,97,3,112,3,126,3,137,3,142,4,157,4,169,5,182,5,198,5
0,0,0,2,1,18,1,23,1,28,1,33,3,39,3,42,3,48,3,54,3,63,3,76,3,88,3,99,3,105,5,109,6,113,8,117,8,125,8,125,8,125,8
0,0,0,10,0,18,0,31,0,40,0,41,2,54,2,58,2,67,2,75,2,79,2,88,2,98,2,106,2,117,2,128,2,140,2,148,2,160,2,174,2,188,3
0,0,0,5,0,10,0,12,0,29,0,44,0,50,0,62,0,77,0,83,0,86,0,97,1,104,1,109,1,122,1,134,1,143,2,152,2,166,2,174,2,184,3
0,0,0,1,0,15,0,24,1,37,1,48,1,57,1,63,1,72,2,75,2,80,3,89,3,103,3,118,3,127,3,140,3,149,3,168,4,176,4,187,4,197,5
0,0,0,14,0,19,0,32,1,35,1,38,2,40,3,46,3,52,3,59,3,65,4,77,4,82,4,88,4,99,4,111,4,120,4,144,4,165,4,177,4,187,5
0,0,0,1,0,10,0,12,1,25,1,31,1,33,1,51,1,57,2,63,2,66,3,84,3,90,3,104,3,114,3,119,4,129,4,131,5,146,5,166,5,180,5
0,0,0,5,1,14,1,24,1,32,1,54,1,70,1,74,2,78,2,88,2,91,2,98,2,112,4,120,4,129,4,136,4,146,4,152,4,165,5,176,6,186,7
0,0,0,8,0,14,0,21,0,27,0,34,0,41,0,45,1,59,1,66,1,71,2,75,2,81,3,84,3,93,3,97,4,106,5,113,5,130,5,134,6,151,6
0,0,0,4,0,9,0,22,1,27,1,40,1,47,1,52,1,60,1,72,1,86,1,97,1,100,2,107,2,116,2,120,2,135,2,151,2,158,2,171,3,184,3
0,0,0,6,0,11,0,18,1,21,1,28,1,43,1,52,1,67,1,74,1,77,2,80,3,83,3,93,3,96,4,104,4,117,4,128,4,143,4,155,4,172,4
0,0,0,5,1,10,1,21,1,32,1,33,2,40,2,48,2,51,2,60,2,64,2,65,3,69,4,77,4,80,4,88,5,92,5,96,5,105,6,111,6,117,7
0,0,0,3,0,16,0,18,1,21,2,30,2,40,2,45,2,51,2,59,2,75,2,78,3,84,4,90,4,92,4,99,4,104,4,110,5,116,5,130,6,139,7
0,0,0,3,1,3,2,4,2,14,2,17,2,22,3,25,3,38,3,41,3,47,3,53,4,55,5,58,5,65,5,70,6,78,6,84,6,97,6,103,7,117,9
0,0,0,9,0,18,0,24,0,36,0,45,0,50,1,56,1,58,2,67,2,78,2,91,2,106,3,116,3,121,3,129,4,138,4,146,4,163,4,188,4,194,4
0,0,0,2,0,19,0,21,0,34,0,40,0,48,0,61,0,64,0,80,0,88,0,96,0,100,2,106,2,112,2,122,2,136,2,145,2,152,3,157,4,170,4
0,0,0,8,0,16,0,33,0,41,0,45,0,51,0,66,1,70,2,74,2,86,2,91,3,93,3,98,3,105,5,112,5,127,5,138,5,145,5,160,5,176,5
0,0,0,12,0,18,0,24,0,29,1,34,1,38,1,44,1,55,1,64,3,71,4,80,4,94,4,99,4,107,4,112,4,117,4,125,4,131,5,148,5,163,6
0,0,0,6,0,11,0,17,0,19,1,25,1,36,1,45,1,61,1,65,1,68,2,72,2,80,2,90,2,103,2,114,2,124,3,133,4,140,5,154,5,161,7
0,0,0,3,0,7,1,16,1,26,1,32,1,35,2,36,3,45,3,49,4,55,4,60,4,65,4,70,4,74,4,82,5,87,5,98,5,102,6,107,7,112,8
0,0,0,11,0,18,0,20,0,27,0,35,1,36,2,39,2,47,2,60,2,66,2,78,2,93,2,107,2,118,2,124,2,133,3,144,3,166,4,174,4,186,5
0,0,0,9,0,14,0,15,0,29,0,40,0,45,0,49,0,59,0,66,0,72,0,78,0,86,1,93,1,104,1,110,2,116,2,128,2,135,2,158,2,174,2
0,0,0,10,1,14,2,21,3,24,3,29,3,31,4,39,4,43,4,54,4,58,4,62,4,70,4,84,4,90,4,98,4,100,6,108,6,115,6,121,7,124,10
0,0,0,1,1,1,2,4,2,9,2,20,2,23,2,34,2,47,2,52,2,57,2,66,3,76,3,91,3,98,3,112,3,124,3,133,3,149,3,169,4,175,5
0,0,0,6,0,8,1,28,1,38,1,48,1,58,1,60,2,73,2,75,2,79,3,99,3,104,3,111,3,112,4,121,4,133,4,145,4,151,5,157,6,175,6
0,0,0,3,0,4,1,14,1,18,1,26,1,33,1,49,1,54,1,56,3,65,3,70,3,75,5,79,5,89,5,99,5,108,5,127,5,137,5,146,6,155,6
0,0,0,9,0,12,0,19,0,29,0,32,1,36,1,47,1,57,1,63,1,70,2,78,3,86,3,92,3,106,3,123,3,132,3,139,4,146,4,155,5,173,5
0,0,0,4,0,12,1,22,1,31,1,34,2,44,2,49,2,54,2,67,2,79,2,88,2,96,3,113,3,115,3,129,3,136,3,146,4,148,5,156,5,162,8
0,0,0,5,0,19,0,32,0,37,0,45,0,54,0,62,1,68,1,85,1,95,1,100,1,113,1,118,1,121,2,137,2,146,2,151,3,159,3,169,3,173,5
0,0,0,11,0,14,0,24,0,31,1,42,1,50,1,58,2,67,2,70,2,72,2,86,2,92,4,96,4,105,4,120,4,122,5,133,5,136,6,142,8,143,10
0,0,0,5,1,10,1,24,1,40,1,48,1,78,1,82,1,85,2,88,2,96,2,102,2,109,3,116,3,124,3,130,3,142,4,156,4,166,4,173,5,188,7
0,0,0,8,0,18,0,24,0,30,0,38,0,48,0,58,1,67,1,74,1,78,1,91,1,107,2,113,2,117,3,129,3,143,3,159,3,176,4,185,5,202,5
0,0,0,4,0,10,0,19,0,30,0,33,0,41,0,55,0,59,0,73,0,82,0,86,1,92,3,99,3,107,3,113,4,123,4,133,4,148,4,162,4,170,5
0,0,0,2,0,11,1,13,2,22,2,37,2,44,3,48,3,53,3,61,3,66,4,80,4,84,4,94,4,100,4,105,4,110,5,118,5,136,5,142,6,159,7
0,0,0,6,1,17,1,20,1,25,1,30,2,36,2,50,2,53,2,61,2,65,2,69,2,78,2,88,2,94,2,103,2,109,3,115,4,120,5,126,6,139,7
0,0,0,6,0,7,1,23,1,28,1,34,1,43,1,50,2,64,2,69,2,79,2,92,3,101,3,113,3,122,3,132,4,139,5,154,6,163,6,170,6,176,9
0,0,0,5,0,16,1,18,2,19,3,25,3,40,3,43,3,49,3,56,3,67,3,77,3,80,3,94,3,95,4,101,4,113,4,119,4,138,4,152,4,160,5
0,0,0,4,0,11,0,22,0,32,0,36,1,45,1,48,2,58,2,63,2,68,2,78,3,89,3,106,3,109,4,114,4,130,4,139,5,151,6,158,8,172,8
0,0,0,3,1,11,1,21,1,33,1,46,1,48,3,51,3,57,3,68,3,73,4,76,5,82,6,88,6,92,6,100,6,105,6,117,6,133,6,146,6,154,8
0,0,0,4,0,11,0,21,0,25,1,32,1,46,1,51,1,65,1,75,1,86,1,94,1,115,1,129,1,140,1,158,1,162,3,170,3,182,3,189,5,199,5
0,0,0,5,0,10,0,14,0,23,1,33,1,41,2,48,3,64,3,73,3,79,4,82,5,89,5,92,5,97,5,102,5,107,5,118,6,126,6,129,7,147,7
0,0,0,2,1,6,3,11,3,13,3,18,3,26,3,29,3,32,3,47,3,49,3,56,3,64,3,75,3,80,3,85,3,94,3,96,4,110,4,122,4,131,4
0,0,0,5,0,12,0,17,0,33,0,39,0,41,2,44,2,48,2,51,3,59,3,68,3,77,3,85,3,89,3,95,3,99,4,105,4,113,4,117,5,125,6
0,0,0,1,0,2,1,7,1,10,1,20,1,30,1,37,1,41,1,49,1,52,2,60,2,65,3,67,3,74,3,82,3,88,3,92,3,96,3,107,3,119,3
0,0,0,3,0,11,0,17,1,23,1,31,1,51,1,59,2,67,2,75,3,79,3,83,5,84,5,91,5,105,5,109,6,122,7,128,7,133,8,138,8,140,10
0,0,0,2,0,8,0,18,0,26,0,39,0,53,0,57,1,63,1,67,2,77,3,84,3,89,3,93,3,100,4,105,5,110,6,116,6,124,6,130,6,135,7
0,0,0,14,0,27,0,40,0,49,0,53,0,62,0,67,0,76,0,85,0,97,0,101,1,105,1,111,1,117,1,131,1,135,2,147,3,163,3,168,4,182,4
0,0,0,2,0,11,1,14,1,24,1,28,1,37,2,39,3,42,3,57,3,64,4,67,5,71,6,75,6,80,6,97,6,103,8,108,8,117,8,128,8,142,8
0,0,0,0,0,6,0,11,0,23,0,34,1,52,1,54,2,58,2,63,2,77,2,80,3,90,3,94,3,104,3,111,4,134,4,147,5,161,6,167,7,171,8
0,0,0,11,0,14,0,22,0,29,1,30,1,34,1,36,2,49,2,53,2,60,2,67,2,75,3,91,3,102,3,116,3,127,3,131,4,146,5,161,6,168,7
0,0,0,16,0,23,0,40,0,46,0,52,0,57,1,63,2,65,2,74,2,85,2,94,3,110,4,115,4,124,4,129,4,144,4,159,4,175,5,188,6,196,6
0,0,0,10,0,19,0,32,0,46,0,48,0,65,0,68,0,79,0,88,0,92,1,99,1,105,2,118,2,127,2,131,2,154,2,166,3,188,3,199,3,215,3
0,0,0,1,0,9,0,15,0,17,0,39,0,61,0,66,2,72,2,75,3,81,3,90,3,97,4,103,4,118,4,128,4,134,4,139,5,146,5,151,6,162,6
0,0,0,6,0,16,0,21,0,25,2,29,2,33,3,42,3,47,3,56,3,67,3,71,3,73,4,80,4,83,4,91,5,99,5,111,5,127,5,133,6,136,8
0,0,0,6,0,11,0,19,0,24,1,26,1,33,1,40,2,46,2,54,2,63,2,71,3,82,4,86,4,93,4,98,4,104,4,109,5,112,6,122,6,136,6
0,0,0,1,1,6,1,8,1,17,1,19,1,26,1,36,1,47,1,50,1,61,1,65,1,75,1,77,1,85,1,93,2,99,2,102,3,112,3,117,4,124,5
0,0,0,8,0,12,0,15,0,15,0,18,1,24,1,30,1,34,1,39,1,42,1,49,2,55,4,61,4,68,4,77,4,89,4,94,4,99,5,110,5,114,6
0,0,0,12,0,22,0,26,0,36,0,48,0,58,0,63,0,74,0,80,0,84,0,89,0,98,1,102,1,108,1,112,1,121,1,125,2,137,2,146,4,153,5
0,0,0,0,1,9,1,19,1,32,2,52,2,68,2,79,2,85,2,95,3,100,3,110,3,118,3,131,3,139,3,145,4,153,4,161,5,166,6,172,6,190,7
0,0,0,6,1,18,1,29,2,31,3,31,4,36,4,43,4,52,5,55,5,57,6,60,6,65,6,72,6,76,6,81,6,88,6,92,7,98,8,100,9,106,9
0,0,0,2,1,7,1,17,1,18,2,19,2,23,2,37,2,41,2,43,3,47,3,59,3,63,3,67,3,81,3,93,4,100,5,109,5,114,5,123,6,131,6
0,0,0,3,0,13,0,29,0,35,2,46,2,46,3,46,3,49,4,51,4,56,4,63,4,67,4,71,4,80,4,93,4,99,4,104,4,126,4,134,4,149,5
0,0,0,2,0,8,0,16,1,20,1,23,1,41,1,45,1,54,1,59,2,71,2,76,2,88,2,94,2,105,2,109,3,115,4,122,4,139,4,147,4,160,4
0,0,0,4,1,9,2,11,3,17,3,20,3,23,3,30,3,36,3,39,4,56,4,76,4,82,4,94,4,105,4,105,5,108,7,119,7,122,8,126,9,131,10
0,0,0,5,0,14,0,26,0,34,1,35,2,38,2,47,2,59,2,63,3,69,3,76,3,82,3,88,3,98,3,102,4,113,4,121,6,125,7,130,8,135,9
0,0,0,10,0,19,1,37,2,42,2,56,3,63,3,74,3,93,3,112,4,126,5,126,5,126,5,126,5,126,5,126,5,126,5,126,5,126,5,126,5,126,5
0,0,0,4,0,6,1,13,1,20,2,26,2,41,2,46,3,51,3,63,4,68,4,71,5,74,7,77,7,82,7,91,7,97,7,105,7,109,8,111,9,113,10
0,0,0,10,0,22,0,27,0,35,0,36,1,48,1,55,1,60,1,73,1,79,1,88,1,98,1,107,1,109,2,119,3,124,3,135,4,141,5,148,5,169,5
0,0,0,5,0,10,0,29,0,41,0,46,0,59,0,72,0,79,0,83,0,90,0,94,0,104,0,116,0,131,0,146,0,154,1,168,1,173,2,179,2,187,5
0,0,0,13,0,15,0,19,1,32,1,39,1,42,1,49,2,58,2,67,2,74,3,80,4,87,4,96,4,99,4,104,4,110,5,119,5,122,6,131,6,138,7
0,0,0,10,0,20,0,33,0,42,0,49,0,55,0,62,0,67,0,73,0,82,0,87,0,101,1,110,1,114,1,124,1,136,1,141,2,151,2,154,4,170,5
0,0,0,1,0,16,0,25,1,38,1,43,2,53,2,57,3,63,4,71,4,77,4,84,4,92,4,95,4,101,4,111,4,123,4,126,6,129,7,144,7,158,8
0,0,0,8,0,21,0,26,1,34,1,36,1,41,1,47,1,58,1,73,1,79,1,88,1,96,2,107,2,114,2,120,2,128,3,133,3,142,4,155,4,170,5
0,0,0,8,0,14,0,18,0,23,1,26,1,33,1,41,1,53,1,62,2,70,2,79,3,87,3,99,3,109,3,112,5,115,5,125,5,129,6,138,7,153,7
0,0,0,0,0,12,0,18,0,23,0,31,0,46,0,54,1,58,1,64,1,73,1,81,1,86,2,91,2,102,2,112,2,118,4,125,4,134,4,142,4,154,5
0,0,0,5,0,8,0,17,0,18,1,19,2,30,2,39,2,50,2,54,3,62,3,73,4,81,4,87,4,99,4,107,5,114,5,128,5,135,6,139,6,147,7
0,0,0,4,0,11,0,18,0,27,0,34,0,42,2,46,2,50,2,56,3,62,4,66,4,73,4,80,4,82,5,86,5,93,5,97,5,106,6,110,6,116,6
0,0,0,1,0,9,0,22,1,25,1,30,1,32,2,33,3,38,3,45,3,51,3,61,3,66,3,75,3,80,3,82,4,88,5,92,5,99,6,113,7,127,7
0,0,0,9,0,13,2,33,2,38,3,50,3,59,5,59,5,59,5,59,5,59,5,59,5,59,5,59,5,59,5,59,5,59,5,59,5,59,5,59,5,59,5
0,0,0,1,0,12,0,16,0,19,0,24,0,29,0,43,1,52,1,59,1,70,1,84,1,87,1,102,1,113,1,129,1,139,2,144,2,159,2,165,2,180,2
