,run0,wkt0,run1,wkt1,run2,wkt2,run3,wkt3,run4,wkt4,run5,wkt5,run6,wkt6,run7,wkt7,run8,wkt8,run9,wkt9,run10,wkt10,run11,wkt11,run12,wkt12,run13,wkt13,run14,wkt14,run15,wkt15,run16,wkt16,run17,wkt17,run18,wkt18,run19,wkt19,run20,wkt20,target,chased
0,0,0,4,0,22,0,36,0,49,1,52,2,62,2,80,2,87,3,100,3,115,3,115,3,115,3,115,3,115,3,115,3,115,3,115,3,115,3,115,3,115,3,112,1
0,0,0,13,0,14,1,22,1,37,1,48,1,54,2,64,2,71,3,81,3,87,3,99,3,110,5,115,5,116,5,130,5,136,5,144,6,155,6,164,6,170,6,193,0
0,0,0,9,0,16,1,28,1,33,1,42,2,45,2,50,2,58,2,69,2,73,2,82,2,90,3,97,3,105,3,113,3,118,3,124,4,129,4,140,6,149,7,173,0
0,0,0,6,0,14,0,31,1,32,1,41,2,55,2,58,2,59,2,66,3,67,3,72,3,87,3,101,3,111,4,120,4,126,5,138,5,145,6,160,7,175,7,190,0
0,0,0,4,0,10,0,18,1,25,1,34,2,42,3,49,3,56,3,65,3,71,3,73,3,86,3,93,3,97,4,100,5,109,5,112,7,117,7,124,8,124,10,149,0
0,0,0,8,1,8,2,14,2,25,2,36,3,41,4,46,4,50,4,57,4,61,4,65,4,77,4,85,4,91,4,99,4,110,5,121,5,131,5,145,5,153,5,153,1
0,0,0,11,1,19,1,20,2,25,3,29,3,34,5,39,5,48,6,51,8,63,8,65,9,78,9,82,9,88,10,88,10,88,10,88,10,88,10,88,10,88,10,227,0
0,0,0,8,1,12,1,21,1,30,2,35,2,36,2,42,2,47,3,53,3,68,3,77,4,93,4,107,4,117,4,126,5,135,5,145,5,162,7,184,7,194,7,202,0
0,0,0,3,0,10,0,23,0,35,0,50,0,61,0,67,0,73,0,75,0,84,0,85,2,86,3,91,3,94,3,101,3,108,3,125,3,129,4,154,4,159,4,159,1
0,0,0,5,0,15,0,25,0,40,1,55,1,57,1,61,1,66,2,69,3,74,3,84,4,86,4,102,4,126,4,136,5,155,5,160,6,171,7,176,7,184,9,184,1
0,0,0,5,0,13,0,15,1,21,1,34,1,49,1,56,1,60,1,62,2,65,3,66,4,73,4,82,4,97,4,104,4,126,4,135,4,142,4,148,4,157,4,164,0
0,0,0,9,0,11,0,25,0,29,1,35,1,45,1,58,1,63,1,66,2,83,2,97,2,113,2,125,2,129,2,135,3,151,4,166,4,176,5,182,6,196,7,236,0
0,0,0,4,0,6,0,12,0,21,0,32,0,40,1,47,1,49,2,59,2,63,3,71,3,75,4,85,4,90,4,93,5,107,5,115,5,125,6,131,8,145,9,158,0
0,0,0,1,0,17,0,26,0,37,0,42,1,47,1,55,2,62,3,65,4,70,4,74,4,79,5,83,5,99,5,104,6,116,6,129,6,147,6,158,7,180,7,186,0
0,0,0,5,0,14,0,16,1,24,1,24,2,28,2,48,2,52,2,60,2,66,2,74,2,82,2,92,2,95,3,97,3,114,4,120,4,120,4,120,4,120,4,120,1
0,0,0,10,0,16,0,33,1,39,1,49,2,61,2,69,3,74,4,79,5,84,6,84,6,84,6,84,6,84,6,84,6,84,6,84,6,84,6,84,6,84,6,107,0
0,0,0,7,0,12,0,20,0,29,0,38,0,50,2,54,2,58,2,67,2,74,2,88,3,96,3,106,3,116,3,122,4,130,5,144,5,151,6,160,6,166,7,172,0
0,0,0,17,0,41,0,44,2,58,2,68,3,83,4,83,4,83,4,83,4,83,4,83,4,83,4,83,4,83,4,83,4,83,4,83,4,83,4,83,4,83,4,136,0
0,0,0,2,1,10,2,17,2,28,2,40,2,47,2,55,2,63,2,67,2,76,2,81,2,92,2,97,2,102,3,111,3,117,3,134,3,134,3,134,3,134,3,131,1
0,0,0,8,1,14,1,21,2,36,2,44,2,53,2,66,2,77,2,87,3,97,3,103,3,116,3,131,3,133,5,144,5,151,6,157,7,164,8,184,8,190,9,200,0
0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,188,0
0,0,0,5,0,8,0,21,0,31,0,37,0,38,0,47,0,56,0,65,0,73,0,80,0,102,0,105,0,114,1,114,1,114,1,114,1,114,1,114,1,114,1,114,1
0,0,0,2,1,19,1,23,1,33,1,46,1,54,2,61,2,66,2,79,2,86,2,88,4,95,4,99,4,110,5,121,6,129,7,141,7,157,8,162,10,162,10,188,0
0,0,0,11,0,14,1,21,1,30,1,34,2,40,2,50,2,55,2,61,3,68,3,71,3,79,4,83,4,87,5,92,7,95,8,103,9,105,9,109,10,109,10,181,0
0,0,0,5,0,12,0,15,0,21,0,26,1,31,1,38,1,50,1,57,1,67,1,81,1,89,2,98,2,102,3,112,4,125,5,132,6,137,7,140,8,161,8,203,0
0,0,0,3,0,5,0,15,0,31,0,35,0,40,1,52,1,59,1,68,1,79,1,86,2,89,2,101,2,110,2,122,2,136,2,146,3,152,4,152,4,152,4,152,1
0,0,0,5,0,12,0,15,1,22,2,30,2,40,2,49,3,56,3,66,3,75,4,82,4,90,4,96,4,103,4,113,5,117,6,123,7,133,8,138,8,145,8,178,0
0,0,0,5,0,11,1,20,1,27,1,39,1,42,1,48,1,52,2,60,3,61,5,64,5,73,6,81,6,87,6,88,6,88,6,88,6,88,6,88,6,88,6,110,0
0,0,0,6,0,10,1,20,1,25,1,34,1,42,1,50,1,54,1,59,1,71,1,80,1,82,1,83,1,91,1,95,1,106,1,115,2,117,2,125,2,125,2,125,1
0,0,0,6,0,17,0,24,0,33,0,40,0,46,0,53,0,56,0,62,0,68,0,74,0,75,1,75,1,75,1,75,1,75,1,75,1,75,1,75,1,75,1,75,1
0,0,0,14,1,16,1,25,2,31,2,34,2,44,3,50,3,54,3,65,3,75,3,89,3,97,3,107,3,116,3,123,3,138,3,143,3,143,3,143,3,143,3,142,1
0,0,0,7,1,13,2,19,2,23,3,29,3,35,3,43,3,47,3,51,3,55,4,63,4,77,4,89,4,99,5,114,5,119,6,128,7,129,7,143,7,146,7,176,0
0,0,0,7,0,11,0,17,2,19,2,32,2,34,3,40,4,44,5,48,5,61,5,73,5,88,5,95,5,107,6,113,7,120,7,141,7,153,7,167,9,174,9,173,1
0,0,0,11,0,15,0,36,0,49,0,60,0,71,0,79,0,89,0,98,0,109,0,123,0,129,0,140,0,142,1,144,2,156,2,161,3,162,4,167,4,173,5,173,1
0,0,0,3,0,18,0,32,0,40,0,44,1,47,1,61,1,80,1,84,2,92,2,98,3,106,3,113,3,124,4,139,5,144,5,153,6,159,7,164,8,176,8,176,1
0,0,0,2,0,10,0,20,0,40,0,59,0,76,0,89,0,96,1,102,1,110,1,110,1,110,1,110,1,110,1,110,1,110,1,110,1,110,1,110,1,110,1,110,1
0,0,0,6,0,14,0,17,1,26,1,39,1,51,1,56,1,66,1,69,2,71,3,84,3,91,4,94,4,98,5,106,6,109,7,116,8,120,9,126,9,130,10,163,0
0,0,0,10,0,22,0,36,0,43,1,52,1,63,1,67,1,81,1,95,1,99,1,101,2,109,2,112,2,117,2,134,2,145,2,161,2,168,2,168,2,168,2,165,1
0,0,0,8,1,16,2,22,2,32,2,47,2,48,3,53,4,58,4,64,5,69,5,76,6,80,7,88,7,102,7,110,7,114,7,134,7,144,7,155,7,159,10,192,0
0,0,0,7,0,16,0,22,0,31,1,32,1,37,2,42,2,47,2,47,2,52,2,59,2,70,2,76,2,86,2,93,3,101,3,119,3,125,3,125,3,125,3,120,1
0,0,0,3,0,10,1,23,1,27,1,41,1,48,2,51,3,65,3,74,3,94,3,98,3,104,5,111,5,117,5,141,5,153,5,163,6,171,7,173,9,173,10,211,0
0,0,0,2,0,8,1,14,1,29,1,32,1,38,1,47,1,54,2,54,2,54,2,54,2,54,2,54,2,54,2,54,2,54,2,54,2,54,2,54,2,54,2,54,1
0,0,0,13,0,18,1,28,2,35,2,41,2,45,2,47,3,54,3,57,3,66,3,69,3,73,5,76,5,80,5,84,6,91,6,94,8,104,8,124,8,124,8,124,1
0,0,0,10,0,13,1,29,1,33,1,37,1,45,1,51,1,55,2,58,2,63,2,71,2,72,2,76,2,93,2,99,2,99,2,99,2,99,2,99,2,99,2,94,1
0,0,0,1,0,9,1,13,1,22,1,23,1,43,1,47,1,52,1,53,2,57,2,60,2,65,3,71,3,74,3,84,3,93,4,99,4,105,6,107,8,124,8,130,0
0,0,0,2,0,8,0,15,0,27,0,29,1,37,1,43,1,56,1,61,1,64,1,74,1,78,2,82,2,88,2,101,3,113,3,125,3,137,3,146,3,162,5,162,1
0,0,0,1,1,13,1,18,1,21,1,24,1,32,1,39,1,44,1,53,1,57,2,71,2,74,2,78,2,87,3,94,3,101,3,108,4,121,4,128,4,128,4,128,1
0,0,0,16,0,16,1,22,1,35,1,50,1,68,2,72,3,79,3,83,4,87,4,106,4,115,5,117,5,117,5,117,5,117,5,117,5,117,5,117,5,117,5,117,1
0,0,0,1,1,5,1,7,2,13,3,18,3,28,3,32,3,37,3,41,3,51,3,56,4,64,4,71,4,77,4,86,4,91,4,108,4,119,4,130,5,130,5,128,1
0,0,0,6,0,10,1,16,2,26,2,35,2,38,2,41,2,47,2,58,2,67,2,73,2,74,3,82,3,87,4,92,4,98,4,114,4,125,5,129,5,129,5,129,1
0,0,0,11,0,24,0,26,1,29,2,37,2,42,3,49,3,55,3,59,4,63,4,65,4,67,5,70,5,74,5,80,5,85,5,90,6,93,7,98,8,106,8,106,1
0,0,0,12,1,17,2,19,3,23,3,27,3,29,3,29,5,29,7,34,7,37,7,43,7,49,8,53,8,55,8,57,9,58,9,63,9,69,10,69,10,69,10,173,0
0,0,0,7,0,10,1,14,1,17,1,19,1,25,1,34,1,41,1,43,2,54,3,56,3,60,4,65,4,72,4,84,4,97,4,106,4,112,5,127,6,131,9,150,0
0,0,0,4,1,10,1,19,2,21,2,37,2,45,3,49,3,56,3,67,3,73,5,83,5,87,6,96,6,106,6,113,6,129,6,135,7,148,7,153,7,158,7,158,1
0,0,0,3,1,12,1,15,1,20,1,28,1,36,3,45,3,60,3,71,3,88,3,96,3,104,3,113,3,131,3,150,3,160,3,176,3,187,3,194,4,205,5,205,1
0,0,0,5,0,16,0,23,0,29,0,39,0,51,0,67,0,74,0,79,2,86,2,97,2,108,2,116,2,132,2,138,2,147,2,156,2,167,3,176,4,181,4,179,1
0,0,0,2,0,18,0,20,0,27,0,31,0,38,0,50,0,55,0,63,1,66,3,68,4,73,4,80,4,84,5,87,5,90,6,96,6,99,7,112,7,124,7,179,0
0,0,0,5,1,13,1,23,1,35,1,44,1,57,1,58,3,63,4,69,5,71,5,78,5,89,5,92,5,101,5,105,5,109,6,114,6,121,7,127,8,135,9,146,0
0,0,0,5,1,10,1,21,1,31,1,46,1,58,1,71,1,74,2,80,2,89,3,100,3,103,4,110,4,119,4,136,4,143,4,152,4,163,4,167,4,167,4,167,1
0,0,0,8,0,13,0,16,0,19,0,23,1,24,2,33,2,35,2,40,2,42,2,49,2,52,2,58,2,61,2,63,2,73,2,78,2,78,2,78,2,78,2,75,1
0,0,0,1,0,8,0,12,1,16,2,19,2,28,3,34,4,38,4,46,4,50,4,58,4,64,5,68,5,73,5,84,5,86,5,89,6,101,6,107,7,118,8,199,0
0,0,0,2,0,12,0,19,0,26,0,29,0,35,0,43,0,53,0,65,0,69,0,69,0,69,0,69,0,69,0,69,0,69,0,69,0,69,0,69,0,69,0,126,0
0,0,0,5,0,22,0,34,0,37,0,47,0,56,1,63,1,82,1,89,2,91,3,93,4,103,4,108,4,112,5,124,6,129,6,136,7,147,8,151,9,151,10,189,0
0,0,0,4,0,14,0,30,0,38,0,48,0,62,0,67,0,78,0,89,0,95,1,99,2,102,3,115,3,119,3,124,4,126,5,137,6,145,6,151,6,157,8,185,0
0,0,0,7,0,18,0,42,0,49,1,62,1,74,1,81,1,91,1,96,1,102,1,112,1,122,2,130,2,139,2,147,3,156,3,164,3,176,3,181,3,200,3,198,1
0,0,0,9,0,14,0,22,0,36,0,42,0,53,0,61,1,66,1,75,1,87,1,90,1,94,3,102,3,115,3,131,3,139,4,141,5,149,5,153,7,168,7,188,0
0,0,0,8,0,14,0,28,0,38,0,43,1,50,1,58,1,61,1,70,1,74,1,84,1,94,1,111,1,117,1,131,1,140,1,149,3,156,3,176,3,184,3,181,1
0,0,0,1,2,4,2,5,3,15,3,17,3,21,4,23,5,28,6,37,6,50,6,59,6,63,8,67,8,78,8,82,9,91,10,91,10,91,10,91,10,91,10,187,0
0,0,0,18,0,19,1,25,2,34,2,44,2,48,2,56,2,60,2,77,3,84,3,92,3,98,4,99,4,106,4,119,4,126,4,132,5,144,5,151,6,152,6,152,1
0,0,0,7,0,26,0,30,0,36,0,45,1,55,1,61,2,73,2,76,3,78,4,81,4,91,4,101,4,112,5,119,5,127,5,140,5,150,6,157,7,164,8,185,0
0,0,0,3,1,7,1,15,1,22,2,36,2,40,2,43,2,56,2,65,2,72,2,92,2,99,2,122,2,128,3,138,3,153,4,156,5,165,7,174,7,174,7,173,1
0,0,0,7,0,11,0,18,0,35,0,40,0,48,1,54,1,63,1,72,1,77,1,83,1,89,1,96,1,110,1,117,1,118,1,118,1,118,1,118,1,118,1,118,1
0,0,0,4,1,4,1,13,1,19,1,22,2,31,2,41,2,48,2,53,2,64,2,76,2,82,2,89,2,98,2,110,3,116,3,129,3,138,4,143,5,143,5,140,1
0,0,0,8,0,17,0,27,0,35,0,39,0,41,0,49,0,57,0,61,0,66,1,71,1,74,1,93,1,94,1,100,2,111,2,121,3,121,3,121,3,121,3,118,1
0,0,0,5,1,17,2,29,2,39,2,46,2,53,2,68,2,71,2,86,2,91,3,109,3,112,4,122,4,127,4,132,4,137,4,156,4,165,5,172,7,179,9,195,0
0,0,0,8,0,14,0,26,0,33,0,37,0,44,0,52,0,65,0,76,0,86,0,92,0,108,0,114,0,120,0,134,0,144,0,156,0,166,0,171,0,171,0,171,1
0,0,0,13,0,24,0,37,0,46,0,53,1,55,2,57,2,63,2,68,3,71,3,78,3,90,3,94,3,105,3,113,4,122,4,126,5,153,5,164,5,182,5,177,1
0,0,0,1,2,14,2,25,2,31,2,34,2,41,2,56,2,67,3,71,3,82,3,87,3,96,3,104,3,110,3,114,4,126,4,137,5,143,8,145,9,152,9,164,0
0,0,0,4,0,12,0,26,0,27,0,31,0,42,1,50,1,52,2,61,2,64,2,76,2,88,3,99,3,104,3,122,3,132,3,140,3,144,3,159,3,163,3,162,1
0,0,0,2,0,8,0,14,0,20,0,32,0,40,0,47,0,54,0,64,0,75,1,77,1,89,1,100,1,109,1,114,1,114,1,114,1,114,1,114,1,114,1,113,1
0,0,0,10,0,15,0,22,0,29,0,45,0,51,0,57,0,66,0,72,0,74,1,84,1,90,2,97,2,116,2,122,3,147,3,159,3,177,3,183,4,189,4,187,1
0,0,0,4,1,9,1,21,2,30,3,33,3,43,3,52,3,60,4,65,5,73,5,78,5,99,6,112,6,117,6,126,6,134,7,138,9,138,10,138,10,138,10,175,0
0,0,0,2,0,6,0,10,0,15,1,28,2,38,2,45,2,50,2,62,2,72,2,83,2,89,2,95,2,104,2,126,2,126,2,126,2,126,2,126,2,126,2,125,1
0,0,0,4,0,14,0,17,2,22,2,28,2,42,2,45,2,48,2,52,3,56,3,59,4,75,4,91,4,104,5,114,5,116,7,122,8,127,8,133,8,145,9,176,0
0,0,0,5,0,24,0,31,0,40,0,52,0,61,0,74,0,78,0,82,0,88,1,98,1,104,1,114,1,117,1,138,1,150,1,160,2,169,2,179,2,179,2,176,1
0,0,0,11,0,22,0,32,0,36,1,38,1,51,1,58,1,63,2,69,2,81,2,84,2,90,2,103,2,115,2,123,2,132,2,145,2,156,2,156,2,156,2,156,1
0,0,0,11,0,18,0,26,0,33,0,39,1,43,1,48,2,50,2,60,2,70,2,75,2,80,2,96,2,100,3,112,4,126,4,130,4,143,5,158,5,172,6,174,0
0,0,0,4,0,8,0,17,1,22,1,25,1,32,1,42,1,46,2,52,3,64,3,77,3,82,3,90,3,100,4,111,4,121,5,129,5,137,7,142,8,156,8,163,0
0,0,0,7,0,14,0,27,0,41,0,46,1,48,1,56,1,65,1,73,2,78,2,89,2,93,2,103,2,118,2,125,2,140,2,149,2,164,4,171,5,176,5,174,1
0,0,0,6,0,20,0,24,0,27,0,32,1,39,1,44,1,60,1,65,1,69,2,75,2,78,2,84,2,92,2,104,2,106,2,110,2,128,2,134,3,146,4,144,1
0,0,0,2,1,6,1,16,3,18,3,23,5,24,5,30,5,40,5,45,5,52,5,60,5,69,5,82,5,87,6,94,6,103,7,107,7,117,7,121,9,132,9,189,0
0,0,0,7,0,14,1,24,1,32,1,50,2,58,2,76,2,90,2,100,2,102,3,113,3,116,4,121,4,134,4,140,6,149,8,155,8,156,10,156,10,156,10,203,0
0,0,0,27,0,30,1,53,1,61,3,69,3,77,4,81,4,90,4,94,5,97,8,103,8,115,8,126,8,137,8,141,9,143,10,143,10,143,10,143,10,143,10,171,0
0,0,0,10,0,25,0,34,0,53,0,57,1,64,1,70,1,84,1,88,2,91,2,103,2,109,2,117,2,121,2,137,2,140,2,151,2,160,2,160,2,160,2,160,1
0,0,0,2,0,5,0,8,0,15,1,31,1,46,1,54,1,61,1,70,1,72,1,79,1,85,2,92,2,97,2,110,2,116,2,130,3,139,3,140,3,140,3,140,1
0,0,0,4,0,17,0,33,0,39,0,54,0,62,0,68,0,73,0,86,0,91,1,96,2,114,2,122,2,131,3,140,3,145,4,152,5,163,6,173,7,181,7,177,1
0,0,0,6,0,10,1,17,1,20,2,25,2,32,3,38,3,45,4,56,4,60,4,68,4,74,7,79,7,95,7,100,8,114,8,121,8,131,8,141,8,146,10,161,0
0,0,0,6,0,14,0,30,0,45,0,51,1,54,1,56,1,60,1,62,2,74,2,86,2,93,4,95,4,106,4,109,5,118,5,126,6,148,7,162,7,169,8,173,0
0,0,0,9,2,10,2,15,3,21,3,26,3,40,3,46,3,50,3,52,4,55,4,65,4,67,5,78,5,92,5,104,5,115,5,126,5,137,6,145,6,154,7,155,0
0,0,0,10,0,24,0,34,0,46,0,60,0,67,0,72,0,80,1,87,1,93,2,99,3,104,3,115,3,126,3,134,3,156,3,165,3,176,3,190,3,200,3,200,1
0,0,0,6,0,10,0,20,0,26,0,31,0,44,0,48,0,53,0,58,0,62,0,71,0,80,0,87,0,95,0,97,1,105,2,113,2,117,3,124,5,132,6,148,0
0,0,0,14,1,21,1,30,1,37,2,42,2,54,2,63,2,75,2,84,2,91,2,95,3,101,3,109,3,119,4,124,6,133,6,133,6,133,6,133,6,133,6,132,1
0,0,0,2,0,12,0,14,2,16,3,16,4,31,4,34,4,39,4,43,4,53,4,56,4,64,4,77,4,78,4,87,4,89,6,91,6,99,6,106,6,114,6,126,0
0,0,0,5,0,14,0,15,1,24,1,28,1,32,1,39,1,44,1,47,2,48,2,57,2,61,3,74,3,80,3,85,4,88,6,97,6,99,8,108,8,115,8,120,0
0,0,0,3,1,12,1,15,1,19,1,31,2,41,2,47,2,56,2,62,2,66,2,79,2,87,2,98,2,108,2,120,2,131,2,137,2,144,2,144,2,144,2,141,1
0,0,0,8,0,24,0,32,0,47,0,63,0,73,0,77,0,93,0,98,0,100,0,107,0,110,1,122,1,130,1,139,1,139,1,139,1,139,1,139,1,139,1,136,1
0,0,0,10,0,19,1,27,2,33,3,42,4,56,4,66,4,73,4,81,4,86,5,90,5,94,5,108,5,121,5,138,6,148,6,153,7,164,7,170,7,179,9,183,0
0,0,0,8,0,23,0,38,0,58,0,71,0,82,0,95,1,116,1,127,1,147,1,147,1,147,1,147,1,147,1,147,1,147,1,147,1,147,1,147,1,147,1,143,1
0,0,0,8,0,9,1,13,1,20,1,25,1,48,1,63,1,74,1,80,1,89,2,92,3,98,3,107,3,107,5,109,6,122,6,133,6,142,7,152,8,155,10,172,0
0,0,0,10,0,17,0,31,0,36,0,53,0,59,0,66,0,72,0,78,0,82,0,91,0,100,0,115,0,123,0,141,0,148,0,165,0,171,0,171,0,171,0,169,1
0,0,0,7,0,14,1,17,3,31,3,38,4,42,4,49,4,55,4,55,5,62,5,73,5,77,7,90,7,93,8,98,9,101,9,101,10,101,10,101,10,101,10,197,0
0,0,0,9,1,11,1,15,1,27,1,37,2,56,2,72,2,86,3,93,4,102,4,106,4,121,5,139,5,143,6,145,8,148,8,165,8,168,9,174,9,185,10,216,0
0,0,0,9,0,15,0,23,1,26,1,40,1,42,1,49,1,54,1,62,1,68,1,81,1,90,2,94,2,102,4,108,4,120,5,128,6,132,7,136,9,139,10,163,0
0,0,0,1,1,3,1,14,1,18,1,27,1,37,2,46,2,50,3,57,3,61,4,66,4,68,5,77,5,78,6,87,6,90,8,99,8,111,8,121,8,123,9,137,0
0,0,0,3,0,6,0,7,1,15,2,16,3,24,3,26,4,31,4,37,4,44,4,49,4,56,4,62,4,69,4,78,4,84,4,99,5,106,6,116,6,121,7,137,0
0,0,0,13,0,18,0,19,1,21,1,30,1,33,1,37,1,40,1,45,1,49,1,51,2,54,3,59,3,65,3,73,3,80,4,83,5,87,6,91,6,95,7,125,0
0,0,0,5,0,10,1,12,2,14,2,16,2,22,2,24,3,26,3,27,3,28,4,38,4,44,5,47,5,50,5,55,5,60,5,65,6,72,6,77,6,80,7,115,0
0,0,0,10,0,14,0,20,0,32,0,36,0,48,0,57,1,60,2,70,2,75,2,85,4,92,4,94,4,104,4,115,4,129,4,135,4,139,4,148,4,154,4,154,1
0,0,0,7,0,15,0,28,0,34,0,43,0,56,0,68,0,75,0,81,0,84,0,95,2,103,2,114,2,123,2,133,3,146,3,152,4,168,4,182,5,191,5,191,1
0,0,0,4,0,7,1,11,1,19,1,26,2,28,3,31,3,33,3,40,3,43,4,49,4,60,4,66,4,72,4,79,4,88,4,92,4,101,4,107,4,107,4,107,1
0,0,0,2,1,12,1,21,2,28,2,30,2,36,2,38,2,43,2,49,3,59,3,66,3,71,4,77,4,86,5,91,6,103,6,111,7,119,7,126,8,127,10,132,0
0,0,0,5,0,12,1,22,1,24,1,28,2,41,2,44,2,54,2,60,2,65,2,76,2,88,2,97,2,104,2,114,2,127,2,137,2,147,2,155,2,155,2,150,1
0,0,0,16,0,21,0,28,1,32,1,41,1,41,2,44,2,54,2,60,2,65,2,70,2,74,2,83,2,91,3,102,3,109,4,118,5,127,6,141,6,148,8,161,0
0,0,0,6,1,17,1,22,1,28,1,41,1,47,2,54,3,59,3,66,3,75,3,80,5,86,5,96,5,104,5,118,5,118,6,125,6,136,6,136,6,136,6,132,1
0,0,0,7,0,8,2,12,2,15,2,17,3,25,3,31,3,34,4,39,5,52,5,59,5,60,5,73,5,84,5,93,5,99,6,102,6,112,6,118,6,136,7,136,1
0,0,0,9,0,24,0,40,0,49,0,59,0,73,2,87,3,91,5,100,6,107,6,107,6,107,6,107,6,107,6,107,6,107,6,107,6,107,6,107,6,107,6,127,0
0,0,0,2,0,11,0,19,2,32,2,35,3,38,3,44,3,47,3,49,3,53,3,58,3,67,3,78,3,83,3,89,4,93,5,97,5,102,6,107,7,119,7,114,1
0,0,0,9,0,18,0,24,0,36,0,45,1,48,2,55,2,60,2,73,2,81,2,85,2,95,2,102,2,114,2,116,2,118,4,137,4,144,5,159,5,170,5,170,1
0,0,0,3,0,11,0,17,1,18,1,28,1,34,1,41,1,43,2,44,3,50,3,55,3,59,4,62,4,67,4,77,4,81,4,92,4,103,5,115,6,119,7,188,0
0,0,0,6,1,11,2,24,2,29,2,38,3,41,3,43,4,47,4,51,4,61,4,66,5,69,6,75,6,85,7,86,7,89,7,97,7,99,8,99,9,103,10,139,0
0,0,0,1,0,6,0,10,1,16,1,20,1,28,1,33,1,44,1,50,2,54,2,60,2,64,3,69,3,78,3,81,4,83,5,89,5,98,5,101,6,113,7,171,0
0,0,0,2,0,5,0,14,0,15,0,19,1,24,1,32,1,43,1,45,2,48,2,59,2,67,2,74,2,78,3,91,3,106,3,120,4,129,4,136,6,144,6,159,0
0,0,0,2,0,10,0,23,0,35,0,53,0,60,0,69,0,77,0,85,1,94,2,101,3,105,4,109,4,114,4,120,4,126,4,132,4,144,4,150,5,156,5,171,0
0,0,0,4,0,8,0,14,0,21,0,25,1,39,1,47,1,53,1,63,2,71,2,76,2,79,3,83,3,93,3,100,3,112,4,115,5,121,5,137,6,145,7,154,0
0,0,0,8,0,11,0,23,0,31,0,39,0,44,0,51,0,59,0,70,1,74,1,79,2,83,3,87,3,90,5,101,5,112,5,132,5,137,5,141,7,157,8,155,1
0,0,0,8,1,12,2,20,3,22,4,23,4,28,4,37,4,43,5,50,5,61,5,73,5,77,5,85,5,91,5,95,7,100,7,118,7,124,8,129,9,136,10,148,0
0,0,0,9,0,14,0,18,0,23,0,30,0,43,0,52,0,59,0,66,0,68,0,72,1,76,1,83,1,87,1,97,3,102,3,104,4,119,4,119,4,119,4,117,1
0,0,0,8,0,20,0,29,1,34,1,42,1,56,1,67,2,78,2,78,2,78,2,78,2,78,2,78,2,78,2,78,2,78,2,78,2,78,2,78,2,78,2,128,0
0,0,0,10,0,28,1,32,3,35,5,40,5,47,7,47,7,47,7,47,7,47,7,47,7,47,7,47,7,47,7,47,7,47,7,47,7,47,7,47,7,47,7,60,0
0,0,0,2,1,7,1,14,1,19,2,28,2,35,2,41,2,44,3,51,5,59,6,60,8,65,9,65,9,65,9,65,9,65,9,65,9,65,9,65,9,65,9,181,0
0,0,0,6,1,10,1,12,3,21,3,26,4,29,4,33,4,39,4,41,5,42,6,45,7,49,7,53,7,57,7,61,7,66,7,75,8,79,9,79,10,79,10,127,0
0,0,0,6,1,16,1,25,1,30,1,44,1,55,1,59,2,67,2,83,2,85,2,103,2,113,4,124,4,146,4,151,4,169,4,172,4,182,4,183,4,183,4,183,1
0,0,0,6,1,15,1,21,1,26,1,33,1,45,2,56,2,58,3,61,3,69,3,74,4,79,4,87,4,93,4,98,4,105,4,111,5,123,6,134,6,146,6,202,0
0,0,0,10,0,12,0,25,0,35,0,41,0,41,1,44,1,54,1,60,2,71,2,77,2,85,3,92,3,99,3,113,3,120,4,131,4,143,4,155,4,155,4,154,1
0,0,0,11,0,20,0,30,0,37,0,42,0,50,1,52,2,55,2,62,3,66,3,68,4,71,4,85,4,89,4,100,4,101,5,116,5,121,5,124,7,134,9,143,0
0,0,0,21,0,44,0,56,1,65,1,79,2,89,3,96,3,103,3,109,3,118,4,133,4,148,4,160,4,170,4,183,4,188,5,202,5,219,5,229,6,230,8,230,1
0,0,0,4,0,14,0,16,1,18,1,23,3,28,3,40,3,46,3,54,3,60,3,74,3,84,4,91,4,99,4,106,4,119,4,119,4,119,4,119,4,119,4,119,1
0,0,0,11,0,33,0,47,0,52,1,60,1,64,2,68,2,83,2,93,2,103,2,106,3,110,4,124,4,132,4,140,4,146,5,156,6,159,7,169,9,172,10,210,0
0,0,0,13,0,23,0,29,0,30,0,39,0,39,1,45,1,52,1,54,2,56,2,63,2,67,3,72,3,75,3,94,3,99,3,110,3,116,3,127,3,127,3,123,1
0,0,0,9,0,14,0,24,0,31,0,44,0,51,0,60,0,66,1,74,1,82,1,94,1,98,2,115,2,119,3,121,4,135,4,148,5,152,7,157,7,157,7,157,1
0,0,0,15,0,24,0,33,0,51,0,61,0,66,1,76,1,79,1,83,2,89,2,91,2,96,3,104,3,115,3,123,3,129,4,137,4,142,5,151,5,158,5,181,0
0,0,0,9,1,12,2,13,3,13,3,20,3,28,3,31,3,35,4,40,5,45,5,54,5,60,6,64,6,77,6,83,6,88,7,102,8,108,8,119,9,127,9,143,0
0,0,0,7,0,10,0,12,1,20,1,29,1,45,1,53,1,56,2,67,2,77,3,87,3,95,5,96,5,99,5,104,5,113,5,120,5,130,6,136,6,145,9,147,0
