,run0,wkt0,run1,wkt1,run2,wkt2,run3,wkt3,run4,wkt4,run5,wkt5,run6,wkt6,run7,wkt7,run8,wkt8,run9,wkt9,run10,wkt10,run11,wkt11,run12,wkt12,run13,wkt13,run14,wkt14,run15,wkt15,run16,wkt16,run17,wkt17,run18,wkt18,run19,wkt19,run20,wkt20,target,chased
0,0,0,0,2,2,2,8,2,17,2,25,2,29,2,42,2,49,2,53,2,55,3,66,3,72,3,86,3,96,3,110,3,119,3,134,3,141,3,157,3,164,4,180,0
0,0,0,9,0,20,0,24,1,31,3,37,3,37,3,37,4,39,4,49,4,55,4,57,4,63,6,66,6,73,6,76,7,92,7,112,7,119,7,125,8,136,8,134,1
0,0,0,9,0,13,0,17,0,22,0,38,0,47,0,53,0,67,0,81,0,100,0,110,0,112,0,124,0,138,1,141,1,141,1,141,1,141,1,141,1,141,1,141,1
0,0,0,2,0,18,0,19,0,22,1,30,1,37,1,42,2,46,2,50,2,60,2,70,2,83,2,86,2,95,2,111,2,126,2,138,3,141,3,149,4,149,4,149,1
0,0,0,6,0,18,0,24,1,32,1,43,1,55,1,62,1,69,1,75,1,81,1,83,1,87,1,98,1,111,1,128,1,130,1,130,1,130,1,130,1,130,1,130,1
0,0,0,2,0,5,0,10,0,15,1,23,1,38,1,48,1,60,1,65,1,76,1,81,1,94,1,98,1,109,2,118,2,125,2,138,2,147,2,147,2,147,2,147,1
0,0,0,6,1,9,1,11,1,22,1,30,1,36,1,45,1,51,1,59,1,70,1,77,2,84,2,91,2,100,2,110,2,126,2,129,2,129,2,129,2,129,2,129,1
0,0,0,4,0,8,0,13,1,19,1,25,1,34,1,40,1,45,2,52,3,56,3,63,3,78,4,85,4,93,4,99,4,113,4,115,5,123,5,126,6,139,7,140,0
0,0,0,7,0,15,0,18,3,19,3,28,3,36,3,50,3,56,3,61,3,72,3,75,4,80,5,86,5,93,6,106,7,111,7,126,7,137,7,144,8,150,9,170,0
0,0,0,7,0,11,0,13,0,16,1,19,2,21,2,29,2,34,2,43,2,45,3,48,3,58,4,63,4,68,5,82,5,90,5,101,5,105,5,110,7,117,7,150,0
0,0,0,2,1,10,1,16,1,21,2,32,2,46,2,50,3,63,3,68,3,73,3,79,3,90,4,98,4,104,4,107,5,113,5,126,5,129,7,139,8,151,10,153,0
0,0,0,8,0,15,0,22,0,24,0,26,0,31,1,39,1,48,1,55,1,58,3,64,4,71,4,83,4,91,4,92,6,101,6,108,6,113,7,117,7,123,7,140,0
0,0,0,2,1,11,1,22,1,28,2,31,3,42,3,43,5,49,6,53,6,64,6,89,6,96,6,107,6,113,8,121,8,127,9,131,10,131,10,131,10,131,10,206,0
0,0,0,6,0,11,1,15,1,23,1,26,1,30,1,36,1,39,1,47,1,51,2,53,3,60,5,64,5,68,6,72,7,94,7,97,8,101,9,101,10,101,10,138,0
0,0,0,2,0,9,0,14,0,23,0,29,0,35,1,38,1,43,1,45,1,53,3,57,3,63,3,66,3,68,3,70,3,72,4,76,4,80,4,80,4,80,4,80,1
0,0,0,4,0,5,2,9,2,12,2,22,2,30,2,43,2,50,2,53,2,62,2,73,2,79,2,87,2,93,3,96,3,101,3,110,3,117,3,118,3,118,3,118,1
0,0,0,3,0,5,0,15,0,19,1,24,2,24,3,33,3,41,3,45,3,49,3,58,4,59,5,64,5,65,7,68,7,74,7,77,8,87,8,89,9,90,10,134,0
0,0,0,2,0,7,1,14,1,15,2,17,2,32,2,34,2,48,2,53,3,61,3,67,4,71,6,71,6,78,6,83,7,91,7,101,8,113,8,119,9,129,9,152,0
0,0,0,9,0,13,1,17,3,27,3,32,4,36,4,36,7,42,8,42,8,42,8,42,8,42,8,42,8,42,8,42,8,42,8,42,8,42,8,42,8,42,8,51,0
0,0,0,0,1,7,1,15,1,16,2,19,2,20,2,28,3,34,3,38,3,38,3,38,3,38,3,38,3,38,3,38,3,38,3,38,3,38,3,38,3,38,3,147,0
0,0,0,7,0,14,0,14,0,21,0,27,0,42,0,48,0,54,0,63,0,68,0,75,0,79,1,85,1,99,1,104,1,112,1,114,1,118,1,118,1,118,1,117,1
0,0,0,4,0,4,0,14,0,16,0,24,0,29,0,36,0,55,0,61,0,71,0,71,0,71,0,71,0,71,0,71,0,71,0,71,0,71,0,71,0,71,0,71,1
0,0,0,7,0,17,1,18,1,29,1,38,1,42,1,50,1,58,1,62,2,63,2,68,2,74,2,78,2,84,2,86,2,90,2,90,2,90,2,90,2,90,2,90,1
0,0,0,1,0,6,0,11,0,15,1,20,1,22,1,30,1,36,1,40,1,44,2,50,2,51,4,56,4,60,4,63,4,72,5,79,5,82,5,85,7,97,8,99,0
0,0,0,9,0,11,1,17,1,26,1,27,1,34,1,39,1,43,1,48,2,55,2,67,2,75,3,85,3,94,3,110,3,121,3,134,3,142,3,146,3,146,3,145,1
0,0,0,1,0,8,0,12,0,15,0,22,0,26,0,32,0,34,1,40,1,44,1,55,2,62,2,66,2,72,2,74,2,82,2,93,3,94,3,94,3,94,3,94,1
0,0,0,6,0,7,0,13,1,15,1,22,2,23,2,28,4,39,4,43,4,46,4,51,4,53,4,54,4,66,4,74,4,76,4,78,5,82,7,87,8,87,10,116,0
0,0,0,4,0,8,0,14,0,18,0,22,1,34,1,44,1,47,2,53,2,61,3,67,4,73,4,81,4,87,5,91,6,101,6,108,7,120,8,127,8,138,9,143,0
0,0,0,5,0,10,0,20,1,26,1,35,1,42,1,52,1,57,1,68,1,72,1,87,1,96,1,106,1,116,1,127,1,138,1,150,1,156,1,169,2,173,3,173,1
0,0,0,8,0,13,1,14,2,29,3,34,3,40,3,50,3,53,3,54,3,61,3,72,3,76,3,84,3,87,3,92,3,99,3,105,3,115,3,119,3,119,3,119,1
0,0,0,2,0,12,1,19,1,29,1,29,2,29,2,29,2,29,2,29,2,29,2,29,2,29,2,29,2,29,2,29,2,29,2,29,2,29,2,29,2,29,2,78,0
0,0,0,9,0,13,1,25,1,34,2,44,2,51,2,53,4,55,4,68,4,78,5,90,5,90,5,90,5,90,5,90,5,90,5,90,5,90,5,90,5,90,5,119,0
0,0,0,1,0,3,1,7,2,12,2,15,2,16,3,21,4,23,4,27,5,32,5,37,5,40,6,43,6,52,7,60,7,66,7,69,9,74,9,78,9,85,9,136,0
0,0,0,1,1,7,1,16,1,24,1,35,1,52,1,58,1,60,1,72,1,75,1,83,1,99,2,110,2,113,2,119,2,129,2,141,2,149,2,153,2,153,2,151,1
0,0,0,1,1,3,1,12,1,27,1,38,1,53,1,59,1,65,2,70,2,75,2,81,2,90,4,98,4,104,4,111,4,121,4,133,4,136,5,142,7,146,9,161,0
0,0,0,5,0,7,0,12,1,14,1,20,2,23,2,28,2,33,2,37,2,41,2,47,2,51,4,58,4,66,4,72,4,79,5,87,5,94,5,104,6,104,8,138,0
0,0,0,9,1,16,1,23,1,33,1,35,2,41,3,44,3,55,3,57,3,65,3,71,3,80,4,85,4,91,4,105,4,109,4,109,4,109,4,109,4,109,4,108,1
0,0,0,5,0,17,0,27,0,36,0,37,0,49,0,63,0,73,1,77,1,85,1,87,2,97,2,108,2,111,2,113,2,124,2,131,2,132,2,132,2,132,2,132,1
0,0,0,1,0,2,0,5,1,7,2,11,2,23,2,27,2,30,2,36,2,39,2,51,2,55,3,61,3,65,4,71,4,78,4,90,4,97,5,101,6,105,7,108,0
0,0,0,3,0,6,0,10,0,18,1,22,1,24,3,26,5,31,5,34,5,49,5,58,5,66,5,74,5,79,6,83,7,86,9,93,10,93,10,93,10,93,10,136,0
0,0,0,6,0,9,0,24,0,33,0,39,0,60,0,68,0,72,0,72,0,72,0,72,0,72,0,72,0,72,0,72,0,72,0,72,0,72,0,72,0,72,0,72,1
0,0,0,6,0,10,0,15,1,32,1,32,1,43,1,47,1,53,2,58,2,70,2,77,2,83,2,91,2,100,2,108,4,113,4,125,4,134,5,141,6,150,6,150,1
0,0,0,10,1,16,1,21,2,22,3,27,3,30,3,33,3,38,3,52,3,62,3,72,3,75,3,82,3,90,3,102,5,110,5,117,5,126,5,135,7,142,7,160,0
0,0,0,12,0,19,1,25,2,42,2,53,2,54,3,61,3,67,3,73,3,74,4,82,5,88,7,93,7,101,7,104,8,120,8,124,8,126,8,128,9,133,9,175,0
0,0,0,15,0,23,0,38,0,46,0,64,0,82,0,93,0,100,0,105,0,109,0,109,0,109,0,109,0,109,0,109,0,109,0,109,0,109,0,109,0,109,0,107,1
0,0,0,8,0,19,0,28,0,39,0,45,1,52,1,60,1,65,1,69,1,73,3,74,3,77,3,85,3,93,3,97,3,107,3,115,3,115,3,115,3,115,3,115,1
0,0,0,11,0,13,1,23,1,23,2,24,2,34,2,42,2,55,2,59,2,67,3,73,3,84,4,94,4,100,4,107,4,110,5,117,5,123,5,129,5,136,6,136,1
0,0,0,8,1,25,1,29,1,37,2,54,2,62,2,74,2,82,2,86,2,94,2,98,2,107,4,113,4,118,4,125,4,137,4,145,4,150,4,156,5,156,5,153,1
0,0,0,1,0,11,0,23,0,34,0,37,0,53,0,61,0,69,1,72,3,76,3,84,3,87,3,92,3,96,3,100,3,104,3,115,3,115,3,115,3,115,3,113,1
0,0,0,5,0,16,0,26,0,34,0,39,0,48,0,56,1,59,2,70,2,87,2,96,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,98,1
0,0,0,2,1,5,3,7,3,11,3,21,3,27,3,34,3,41,3,44,3,48,3,54,4,63,5,65,5,68,5,74,5,77,6,85,6,91,7,96,8,101,9,130,0
0,0,0,12,0,15,0,18,0,35,0,40,1,45,2,54,2,61,4,68,4,73,4,84,4,87,5,99,5,112,5,117,5,127,7,132,7,142,7,152,8,160,9,192,0
0,0,0,14,1,24,1,30,1,32,1,40,1,46,1,53,1,58,2,66,2,68,3,72,3,76,4,80,4,85,5,91,5,105,5,115,6,123,6,131,7,137,7,158,0
0,0,0,4,0,16,0,21,0,32,1,35,1,45,1,49,2,57,2,63,2,73,2,78,3,88,5,95,5,99,6,101,8,117,8,119,9,119,10,119,10,119,10,194,0
0,0,0,4,0,8,2,10,3,13,3,23,3,27,4,34,4,42,4,52,4,65,4,73,5,77,6,77,6,86,6,94,7,98,7,112,7,131,7,134,9,142,10,165,0
0,0,0,2,0,8,1,10,1,10,2,15,2,29,2,32,2,37,2,44,2,49,2,57,2,60,3,69,3,83,3,85,3,94,3,102,4,116,4,121,5,142,5,139,1
0,0,0,6,0,7,1,8,1,14,2,20,2,20,3,23,3,28,4,33,4,43,5,57,5,61,6,68,6,76,6,81,7,91,7,99,7,106,8,118,8,123,9,166,0
0,0,0,12,0,19,0,31,0,33,1,44,1,50,2,53,2,64,2,69,2,79,2,87,2,98,2,108,2,111,2,111,2,111,2,111,2,111,2,111,2,111,2,111,1
0,0,0,7,0,9,2,12,2,23,2,35,2,44,2,54,2,65,2,72,2,79,2,89,2,99,3,115,3,134,3,136,5,146,5,157,6,165,9,166,9,170,10,198,0
0,0,0,2,0,7,0,14,0,25,0,32,0,52,0,57,1,65,1,71,1,85,1,91,2,97,2,112,2,127,2,131,3,141,3,156,3,163,4,191,4,208,5,206,1
0,0,0,7,1,13,1,14,1,20,1,28,1,38,1,45,1,50,2,55,2,60,2,68,2,71,3,75,3,78,3,88,3,99,3,109,3,116,3,116,3,116,3,116,1
0,0,0,10,0,13,0,18,0,22,1,26,1,36,1,45,1,52,1,61,1,68,1,70,2,74,2,79,2,92,2,95,3,102,3,108,4,117,4,131,5,137,5,132,1
0,0,0,2,1,7,1,14,1,20,2,27,3,34,3,42,3,59,3,63,3,71,4,75,4,83,4,104,4,113,4,115,5,121,5,136,5,150,5,156,5,162,5,158,1
0,0,0,6,0,16,0,31,1,43,1,48,1,56,1,61,1,63,1,66,2,72,2,81,2,85,3,90,3,100,3,106,3,117,3,122,3,134,3,146,3,156,3,156,1
0,0,0,2,0,13,1,22,1,33,2,41,2,48,2,54,2,61,2,66,2,70,2,73,2,79,5,80,5,85,5,94,6,99,6,111,6,122,6,126,6,132,7,135,0
0,0,0,7,0,11,0,28,0,38,0,42,2,54,2,59,2,63,2,71,3,76,3,79,4,82,4,92,4,101,4,105,6,108,7,120,8,121,9,127,9,136,10,196,0
0,0,0,8,0,14,0,18,0,22,0,34,0,41,1,44,1,52,2,53,2,58,2,67,2,74,3,80,3,87,3,93,3,93,3,93,3,93,3,93,3,93,3,93,1
0,0,0,5,0,17,0,25,0,39,0,50,0,62,1,70,1,74,1,78,1,89,1,101,1,110,2,119,2,123,3,134,3,142,4,159,4,172,4,186,5,197,5,197,1
0,0,0,3,0,4,0,17,1,35,1,40,1,42,2,47,2,50,2,56,2,63,2,68,2,76,3,107,3,112,3,117,3,128,4,139,4,155,4,162,4,186,4,183,1
0,0,0,10,0,18,0,18,0,32,0,47,0,53,1,56,1,60,1,72,1,75,2,80,2,83,2,91,2,97,2,107,2,117,2,127,2,127,2,127,2,127,2,125,1
0,0,0,16,1,23,1,29,1,42,1,44,1,64,1,74,1,87,1,102,1,112,1,124,1,129,1,138,1,154,1,167,1,183,1,193,1,193,1,193,1,193,1,188,1
0,0,0,9,0,15,1,22,1,26,2,35,2,53,2,55,3,59,3,61,3,65,4,72,4,85,4,96,4,100,5,107,5,124,5,130,5,140,5,144,6,151,7,165,0
0,0,0,3,0,8,2,17,2,18,2,25,2,36,3,39,3,48,3,60,3,72,3,76,3,86,3,98,3,113,3,116,3,132,3,140,3,157,4,160,5,166,5,164,1
0,0,0,2,0,14,0,23,0,29,0,40,0,45,0,53,0,57,1,66,1,70,1,76,1,83,1,88,1,93,1,104,1,116,1,118,3,131,3,139,3,147,3,147,1
0,0,0,10,0,16,0,26,0,32,0,42,0,48,0,52,1,59,1,61,2,75,2,80,2,86,2,96,2,103,2,119,2,120,3,130,3,144,4,155,4,164,4,164,1
0,0,0,5,0,9,0,17,1,26,1,32,1,42,1,44,2,52,2,58,2,65,3,73,4,78,4,81,4,90,4,97,4,101,4,107,5,116,5,126,5,127,5,127,1
0,0,0,8,0,18,0,25,0,31,0,35,0,48,0,56,0,57,1,59,1,67,1,80,1,88,3,91,3,93,4,103,5,110,5,121,6,130,6,135,6,143,7,190,0
0,0,0,8,0,15,0,22,1,34,1,46,1,61,1,73,1,77,1,90,1,99,1,111,1,115,2,124,2,130,2,134,2,148,2,148,2,148,2,148,2,148,2,147,1
0,0,0,4,0,12,0,19,0,26,0,29,0,40,0,45,0,52,1,59,1,64,2,66,3,71,3,83,3,97,4,106,4,117,4,129,4,137,6,164,6,171,6,169,1
0,0,0,3,0,11,0,19,1,30,1,39,1,44,2,53,2,58,2,71,2,73,3,78,3,85,3,88,3,91,5,101,5,111,5,129,6,141,6,152,6,159,7,178,0
0,0,0,10,1,18,1,19,2,30,3,36,3,49,3,57,3,61,3,78,3,88,3,97,3,112,4,115,4,124,4,139,4,142,6,148,7,159,7,167,7,170,9,208,0
0,0,0,2,0,8,0,20,0,31,0,45,0,48,1,57,1,63,2,66,2,69,2,73,3,83,4,88,4,95,5,99,6,107,6,118,6,125,6,140,7,149,8,157,0
0,0,0,2,1,9,1,22,1,31,1,32,1,35,3,38,3,46,3,47,3,56,3,59,3,63,4,78,4,85,4,87,4,98,4,111,4,115,5,138,5,143,6,191,0
0,0,0,6,0,14,0,22,0,24,0,30,0,40,0,47,0,55,0,61,0,67,0,78,0,85,0,94,0,100,1,108,1,117,1,128,1,138,1,141,2,151,3,153,0
0,0,0,1,1,7,1,9,1,19,1,27,1,31,2,35,2,44,2,47,3,52,3,57,3,63,3,67,3,75,4,77,4,81,4,83,5,97,5,101,5,101,5,101,1
0,0,0,7,0,14,0,15,1,21,1,31,1,37,1,47,1,58,1,64,1,68,1,75,1,82,2,86,2,92,2,103,2,112,2,118,3,124,3,134,4,140,5,140,1
0,0,0,3,1,11,1,21,1,29,1,31,1,48,1,54,1,58,1,69,1,75,1,80,1,91,3,100,3,110,3,116,3,125,3,135,3,147,3,164,4,173,5,187,0
0,0,0,1,1,14,1,28,1,35,1,51,1,61,1,73,1,84,1,88,1,96,1,102,2,110,3,122,3,128,3,134,4,144,4,144,4,144,4,144,4,144,4,142,1
0,0,0,11,0,17,0,27,0,35,0,44,1,53,1,61,1,70,1,73,2,80,2,90,2,98,2,115,2,122,2,132,2,146,2,147,3,152,4,154,6,163,6,159,1
0,0,0,6,0,13,0,19,0,20,1,31,1,37,1,40,2,44,2,45,3,47,4,49,4,57,4,66,4,73,4,76,4,85,4,94,5,105,5,109,6,119,6,121,0
0,0,0,4,0,9,1,17,1,25,1,40,1,47,1,53,1,58,1,69,1,76,1,79,2,85,3,88,3,92,3,102,3,106,3,114,3,132,3,141,4,150,5,161,0
0,0,0,10,0,18,1,22,1,28,2,35,2,45,2,50,3,55,4,55,5,66,5,75,5,80,5,84,5,90,5,109,5,116,5,120,5,129,6,133,7,143,8,151,0
0,0,0,8,0,8,1,13,1,22,1,27,1,33,2,51,2,57,3,60,4,65,4,68,4,78,4,82,4,89,4,97,5,104,5,116,6,121,7,125,8,134,8,178,0
0,0,0,11,0,18,0,26,0,26,0,36,0,46,0,56,0,66,0,74,0,83,0,93,1,97,1,102,1,107,3,113,3,130,4,143,5,166,5,185,5,185,5,182,1
0,0,0,10,0,14,0,21,0,37,0,50,0,60,0,68,1,72,1,76,1,80,1,86,1,94,1,107,1,118,1,128,1,134,3,146,3,151,4,154,4,154,4,154,1
0,0,0,4,0,5,1,21,1,29,1,41,1,49,2,54,2,57,2,73,2,79,2,89,2,95,2,103,2,106,3,112,3,121,3,126,3,126,3,126,3,126,3,126,1
0,0,0,8,0,10,1,16,1,21,1,31,2,40,2,51,2,64,2,68,2,70,2,72,4,75,5,81,5,92,5,99,5,110,5,120,6,126,7,136,8,145,8,171,0
0,0,0,4,0,7,0,8,0,22,0,27,0,35,0,39,0,47,0,50,1,54,1,76,1,79,1,94,1,97,1,111,1,121,1,126,1,142,1,142,1,142,1,142,1
0,0,0,1,1,10,1,15,1,28,1,30,1,36,2,40,2,42,2,49,2,53,2,57,2,60,4,61,4,69,4,77,4,80,5,97,6,115,6,127,6,127,6,127,1
0,0,0,4,2,10,2,14,2,26,3,38,3,50,3,56,3,71,3,73,4,80,4,84,4,88,5,94,5,102,5,105,6,109,7,117,7,122,9,128,9,138,9,174,0
0,0,0,2,1,4,2,12,2,16,2,23,2,32,2,40,2,49,2,52,2,61,3,67,3,82,3,95,3,102,3,106,3,117,3,124,3,139,3,145,3,155,4,183,0
0,0,0,2,0,10,0,15,0,25,0,38,0,45,0,55,0,63,0,70,0,75,0,83,1,87,1,93,1,101,1,112,1,115,1,115,1,115,1,115,1,115,1,115,1
0,0,0,3,2,11,2,16,3,25,3,26,4,33,4,37,4,47,4,52,4,60,4,68,5,76,5,81,5,89,5,97,6,105,6,109,7,112,9,116,9,125,9,171,0
0,0,0,3,0,7,0,11,1,24,1,28,2,44,2,55,2,58,3,65,3,76,3,83,3,99,4,102,4,109,4,130,4,141,4,150,6,167,6,175,6,194,6,191,1
0,0,0,2,1,7,2,15,2,24,3,28,3,32,3,40,3,45,4,51,5,56,5,75,5,77,5,91,5,95,5,106,5,115,5,131,5,149,5,158,5,173,5,172,1
0,0,0,5,0,16,0,30,0,32,0,44,0,51,0,58,0,75,0,88,0,96,0,98,2,104,2,108,2,110,3,115,3,124,3,127,3,132,4,150,4,160,5,159,1
0,0,0,11,0,21,0,28,1,32,2,36,2,37,4,39,4,42,4,53,4,55,4,70,4,82,4,88,4,95,5,103,5,103,5,111,5,126,5,140,5,140,5,137,1
0,0,0,5,0,7,0,8,0,14,0,20,0,26,1,35,1,39,1,52,1,59,1,60,2,63,3,67,3,77,3,80,3,90,4,97,6,105,8,108,9,108,10,141,0
0,0,0,9,0,21,0,26,0,32,0,34,0,43,0,51,1,55,1,56,2,65,2,71,3,76,3,81,3,92,3,114,3,119,4,123,4,123,4,123,4,123,4,121,1
0,0,0,11,0,18,1,24,1,39,1,47,2,51,2,60,2,69,2,82,3,96,3,105,3,116,4,129,4,142,4,149,4,158,5,165,6,172,7,186,7,194,9,216,0
0,0,0,11,0,17,0,26,0,34,0,44,0,58,0,60,0,62,0,65,1,69,1,76,1,85,3,88,3,94,3,99,3,104,4,110,4,118,5,128,5,128,5,127,1
0,0,0,10,0,14,0,21,0,28,0,34,0,44,0,67,0,78,0,82,1,87,1,96,1,106,2,113,2,117,2,118,3,129,3,135,4,141,4,145,4,145,4,142,1
0,0,0,3,0,27,0,30,1,36,1,37,2,40,2,44,2,52,2,54,2,57,4,60,4,68,4,72,4,77,4,89,4,103,5,104,6,111,6,119,7,123,9,133,0
0,0,0,8,0,12,0,21,0,27,0,39,0,44,0,57,0,66,0,72,0,79,0,95,0,105,0,118,0,130,0,140,0,149,0,155,0,162,0,163,0,163,0,163,1
0,0,0,11,0,24,1,25,2,40,2,47,2,49,2,57,2,62,2,73,2,83,2,88,3,95,3,100,3,105,3,109,4,117,4,120,5,130,5,137,6,144,8,163,0
0,0,0,6,0,20,0,27,0,41,0,47,1,54,1,60,2,68,2,72,3,77,3,90,4,97,5,101,5,103,6,112,7,117,7,125,7,129,8,142,8,149,9,188,0
0,0,0,6,0,17,0,21,1,27,2,35,2,46,2,62,2,70,2,82,3,89,3,98,3,107,4,111,4,120,5,128,7,136,8,136,10,136,10,136,10,136,10,223,0
0,0,0,3,1,9,1,16,1,36,1,41,1,56,1,69,1,77,1,91,1,100,1,111,1,121,1,129,1,137,1,141,2,152,2,164,3,171,4,182,5,192,5,191,1
0,0,0,7,0,16,0,21,0,37,0,43,0,54,0,59,1,62,1,66,1,72,2,72,2,72,2,72,2,72,2,72,2,72,2,72,2,72,2,72,2,72,2,72,1
0,0,0,3,0,4,0,11,0,22,0,30,0,35,1,40,1,43,2,45,2,50,2,56,3,56,4,58,4,63,4,71,4,83,4,91,4,98,5,107,6,122,6,151,0
0,0,0,2,0,3,1,6,1,7,2,11,2,18,2,24,2,28,3,35,3,40,3,41,3,46,4,52,4,55,5,63,5,68,6,71,7,83,8,89,9,93,10,104,0
0,0,0,2,0,5,0,5,0,11,0,16,0,22,1,25,2,30,2,39,2,43,3,43,3,46,4,53,4,58,4,61,5,64,6,67,6,68,6,70,6,70,8,155,0
0,0,0,1,0,13,0,22,0,28,1,36,2,38,2,42,3,47,4,58,4,62,4,65,4,83,4,96,4,99,4,111,4,122,4,125,5,129,6,134,6,140,7,140,1
0,0,0,7,0,23,0,27,0,40,0,47,0,51,0,61,0,71,0,71,0,71,0,71,0,71,0,71,0,71,0,71,0,71,0,71,0,71,0,71,0,71,0,220,0
0,0,0,8,0,18,0,30,0,37,0,39,1,51,2,56,2,62,2,71,2,78,3,84,3,88,4,99,4,107,4,114,5,117,7,133,8,147,8,153,9,153,9,210,0
0,0,0,6,0,12,0,21,0,25,0,26,2,33,3,36,3,40,4,43,5,52,5,63,5,69,6,75,6,85,6,89,7,94,8,109,8,114,8,116,10,116,10,178,0
0,0,0,2,2,8,2,10,2,12,3,21,3,23,3,36,3,37,3,46,3,51,4,59,4,67,5,70,5,74,7,79,7,87,8,90,9,95,10,95,10,95,10,133,0
0,0,0,9,0,17,0,18,0,19,2,24,2,31,2,38,2,41,3,43,3,48,3,55,3,63,4,74,4,75,4,76,5,84,5,90,7,93,8,97,9,99,10,123,0
0,0,0,9,1,14,1,18,2,35,2,39,3,52,3,56,3,65,3,68,3,72,4,78,4,90,5,96,5,99,5,101,6,104,7,116,7,116,10,116,10,116,10,156,0
0,0,0,9,0,21,0,37,0,41,0,44,2,52,2,57,2,75,2,83,2,93,3,100,3,109,4,115,4,126,4,132,4,137,4,148,4,158,5,158,5,158,5,158,1
0,0,0,12,0,25,0,34,0,40,0,49,0,62,0,68,0,79,0,81,1,90,1,94,2,103,2,109,2,120,2,127,3,134,3,141,3,155,4,169,4,181,4,178,1
0,0,0,1,0,2,0,7,1,13,1,21,2,30,2,35,2,41,2,48,2,52,2,57,2,71,2,75,2,79,3,85,3,91,3,91,3,91,3,91,3,91,3,88,1
0,0,0,0,1,4,1,6,1,11,1,15,1,22,1,24,2,27,2,30,2,33,2,40,2,47,2,53,2,62,2,65,3,68,4,74,4,78,4,80,5,81,5,163,0
0,0,0,3,0,14,0,39,0,54,1,60,1,67,1,76,1,82,1,90,1,103,1,114,2,121,2,127,2,136,3,139,4,148,4,167,4,176,4,186,5,196,5,202,0
0,0,0,17,0,26,0,33,1,42,3,42,4,54,4,64,4,75,4,88,4,98,4,110,4,115,4,125,4,137,5,145,5,158,5,175,5,181,5,195,5,209,6,249,0
0,0,0,4,0,9,1,15,2,24,2,34,2,42,2,57,2,66,2,73,2,82,3,95,3,104,4,111,4,115,5,123,5,129,6,148,6,150,8,162,9,168,9,196,0
0,0,0,10,0,25,0,30,0,34,1,35,2,41,2,45,2,56,2,56,4,57,5,60,6,61,7,64,7,68,7,75,8,83,8,91,8,99,8,111,8,119,8,191,0
0,0,0,2,0,5,0,16,0,26,0,29,0,43,0,50,1,55,1,59,1,66,2,71,2,74,2,82,2,98,2,104,2,119,2,128,2,145,2,145,2,145,2,145,1
0,0,0,0,1,9,1,13,1,25,1,41,1,46,2,57,2,61,2,62,2,65,2,74,2,85,2,87,2,87,2,87,2,87,2,87,2,87,2,87,2,87,2,87,1
0,0,0,2,0,5,0,14,0,22,0,32,0,39,0,44,0,56,0,65,0,77,1,87,1,101,1,106,1,124,1,130,1,139,1,149,2,158,2,169,2,169,2,166,1
0,0,0,7,1,8,1,14,1,29,1,38,1,45,1,53,2,55,2,59,3,64,4,71,4,80,5,87,5,95,6,105,6,114,6,117,8,123,8,136,8,146,9,180,0
0,0,0,12,0,20,1,34,1,48,1,51,4,53,5,54,6,61,6,63,6,67,7,84,7,98,10,100,10,100,10,100,10,100,10,100,10,100,10,100,10,100,10,196,0
0,0,0,13,0,18,0,25,0,38,1,46,2,54,2,64,2,71,2,77,3,88,3,96,3,104,4,111,4,127,4,130,6,135,7,147,8,155,8,159,9,174,9,215,0
0,0,0,5,0,9,2,18,2,23,2,25,3,31,3,35,3,41,3,43,3,47,4,50,5,60,6,63,6,79,6,81,7,101,7,115,7,124,8,136,8,137,10,193,0
0,0,0,11,0,12,0,19,0,34,0,57,0,60,0,69,0,78,0,85,0,93,0,116,0,128,0,143,0,143,0,143,0,143,0,143,0,143,0,143,0,143,0,140,1
0,0,0,10,0,15,0,19,0,26,0,34,1,38,1,44,2,50,2,52,2,67,2,68,3,70,3,72,3,84,3,90,3,90,3,90,3,90,3,90,3,90,3,90,1
0,0,0,3,0,17,0,25,0,38,0,40,1,41,1,45,1,54,1,64,1,79,1,82,2,86,3,91,3,104,3,109,3,116,4,121,5,131,5,142,6,151,8,152,0
0,0,0,6,0,11,1,15,3,16,4,19,4,21,5,26,5,29,5,34,5,38,6,38,6,46,6,51,6,56,6,57,7,60,8,64,9,70,9,74,9,74,10,169,0
0,0,0,8,0,12,0,15,0,25,0,30,1,42,1,61,1,73,1,78,1,88,1,92,1,100,2,105,2,127,2,138,2,143,2,156,2,163,2,168,2,168,2,168,1
0,0,0,1,0,7,0,17,0,28,0,42,0,50,1,59,1,70,1,74,1,79,1,82,2,87,2,103,2,125,2,134,2,141,2,148,2,161,2,175,2,175,2,173,1
0,0,0,6,0,12,0,18,0,24,0,39,0,43,1,48,1,58,1,64,2,73,2,80,2,91,2,102,2,109,2,112,3,125,3,135,3,154,3,160,4,164,4,163,1
0,0,0,11,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,70,0
0,0,0,3,0,6,1,18,1,29,1,36,1,51,1,60,1,73,1,87,1,97,1,105,1,113,3,126,3,133,4,141,4,150,4,151,5,165,6,171,7,186,7,186,1
